scenario,active_probability,repeat,trial,false_negative_rate,false_positive_rate,active_family_count,success,total_cost,path_cost,expansions,invalid_executions,missed_active_families,false_positive_families
miss_0.02,0.35,2,47,0.02,0.00,3,true,21.708404,13.558404,125,0,0,0
miss_0.02,0.35,2,48,0.02,0.00,4,true,22.215831,14.575831,108,0,0,0
miss_0.02,0.35,2,49,0.02,0.00,3,true,21.125767,13.275767,115,0,0,0
miss_0.02,0.35,2,50,0.02,0.00,3,true,19.968807,12.418807,105,0,0,0
miss_0.02,0.35,2,51,0.02,0.00,1,true,20.958722,12.598722,132,0,0,0
miss_0.02,0.35,2,52,0.02,0.00,3,true,22.039842,13.799842,128,0,0,0
miss_0.02,0.35,2,53,0.02,0.00,3,true,26.781811,18.451811,131,0,0,0
miss_0.02,0.35,2,54,0.02,0.00,2,true,21.530857,13.290857,128,0,0,0
miss_0.02,0.35,2,55,0.02,0.00,3,true,22.573457,14.033457,138,0,0,0
miss_0.02,0.35,2,56,0.02,0.00,2,true,21.107568,12.957568,125,0,0,0
miss_0.02,0.35,2,57,0.02,0.00,3,true,22.066098,14.006098,122,0,0,0
miss_0.02,0.35,2,58,0.02,0.00,3,true,22.380396,14.530396,115,0,0,0
miss_0.02,0.35,2,59,0.02,0.00,1,true,19.132181,11.492181,108,0,0,0
miss_0.02,0.35,2,60,0.02,0.00,4,true,27.776619,21.546619,61,0,0,0
miss_0.02,0.35,2,61,0.02,0.00,0,true,18.519853,10.519853,120,0,0,0
miss_0.02,0.35,2,62,0.02,0.00,3,true,21.545784,13.605784,118,0,0,0
miss_0.02,0.35,2,63,0.02,0.00,3,true,21.105342,13.465342,108,0,0,0
miss_0.02,0.35,2,64,0.02,0.00,4,true,26.702395,19.152395,105,0,0,0
miss_0.02,0.35,2,65,0.02,0.00,4,true,27.368191,19.248191,124,0,0,0
miss_0.02,0.35,2,66,0.02,0.00,3,true,23.124127,15.034127,123,0,0,0
miss_0.02,0.35,2,67,0.02,0.00,2,true,20.521776,12.671776,115,0,0,0
miss_0.02,0.35,2,68,0.02,0.00,3,true,22.400984,14.850984,105,0,0,0
miss_0.02,0.35,2,69,0.02,0.00,2,true,20.087336,11.877336,127,0,0,0
miss_0.02,0.35,2,70,0.02,0.00,3,true,23.776036,15.746036,121,0,0,0
miss_0.02,0.35,2,71,0.02,0.00,4,true,20.401561,13.391561,87,0,0,0
miss_0.02,0.35,2,72,0.02,0.00,4,true,22.137066,14.857066,96,0,0,0
miss_0.02,0.35,2,73,0.02,0.00,5,true,28.046987,20.466987,106,0,0,0
miss_0.02,0.35,2,74,0.02,0.00,2,true,20.010968,12.010968,120,0,0,0
miss_0.02,0.35,2,75,0.02,0.00,3,true,22.005783,13.765783,128,0,0,0
miss_0.02,0.35,2,76,0.02,0.00,3,true,20.991447,13.081447,117,0,0,0
miss_0.02,0.35,2,77,0.02,0.00,3,true,19.517126,12.507126,87,0,0,0
miss_0.02,0.35,2,78,0.02,0.00,4,true,27.346961,19.616961,111,0,0,0
miss_0.02,0.35,2,79,0.02,0.00,4,true,28.951187,21.101187,115,0,0,0
miss_0.02,0.35,2,80,0.02,0.00,4,true,22.685711,15.015711,109,0,0,0
miss_0.02,0.35,2,81,0.02,0.00,3,true,24.541389,16.271389,129,0,0,0
miss_0.02,0.35,2,82,0.02,0.00,3,true,26.194986,17.834986,132,0,0,0
miss_0.02,0.35,2,83,0.02,0.00,1,true,19.083260,11.143260,118,0,0,0
miss_0.02,0.35,2,84,0.02,0.00,3,true,19.956358,11.896358,122,0,0,0
miss_0.02,0.35,2,85,0.02,0.00,3,true,28.590810,20.110810,136,0,0,0
miss_0.02,0.35,2,86,0.02,0.00,3,true,27.234332,19.084332,125,0,0,0
miss_0.02,0.35,2,87,0.02,0.00,4,true,23.689376,15.479376,127,0,0,0
miss_0.02,0.35,2,88,0.02,0.00,3,true,20.467721,12.917721,105,0,0,0
miss_0.02,0.35,2,89,0.02,0.00,2,true,21.743990,13.353990,133,0,0,0
miss_0.02,0.35,2,90,0.02,0.00,1,true,21.790915,13.220915,139,0,0,0
miss_0.02,0.35,2,91,0.02,0.00,2,true,19.153697,11.423697,111,0,0,0
miss_0.02,0.35,2,92,0.02,0.00,3,true,22.187329,14.067329,124,0,0,0
miss_0.02,0.35,2,93,0.02,0.00,2,true,22.812039,14.662039,125,0,0,0
miss_0.02,0.35,2,94,0.02,0.00,4,true,27.559162,19.709162,115,0,0,0
miss_0.02,0.35,2,95,0.02,0.00,2,true,19.858674,11.708674,125,0,0,0
miss_0.02,0.35,2,96,0.02,0.00,1,true,20.160540,11.890540,129,0,0,0
miss_0.02,0.35,2,97,0.02,0.00,3,true,26.881027,18.641027,128,0,0,0
miss_0.02,0.35,2,98,0.02,0.00,3,true,20.005125,12.545125,102,0,0,0
miss_0.02,0.35,2,99,0.02,0.00,3,true,25.601524,16.971524,141,0,0,0
miss_0.02,0.35,2,100,0.02,0.00,2,true,22.159243,13.619243,138,0,0,0
miss_0.02,0.35,2,101,0.02,0.00,5,true,25.955156,18.615156,98,0,0,0
miss_0.02,0.35,2,102,0.02,0.00,4,true,21.437975,14.487975,85,0,0,0
miss_0.02,0.35,2,103,0.02,0.00,3,true,20.428734,13.088734,98,0,0,0
miss_0.02,0.35,2,104,0.02,0.00,3,true,22.908218,14.788218,124,0,0,0
miss_0.02,0.35,2,105,0.02,0.00,5,true,23.987811,17.037811,85,0,0,0
miss_0.02,0.35,2,106,0.02,0.00,3,true,25.625133,17.055133,139,0,0,0
miss_0.02,0.35,2,107,0.02,0.00,2,true,20.628557,13.108557,104,0,0,0
miss_0.02,0.35,2,108,0.02,0.00,4,true,22.500520,14.920520,106,0,0,0
miss_0.02,0.35,2,109,0.02,0.00,2,true,21.372404,13.582404,113,0,0,0
miss_0.02,0.35,2,110,0.02,0.00,1,true,20.165228,11.895228,129,0,0,0
miss_0.02,0.35,2,111,0.02,0.00,3,true,20.001622,12.121622,116,0,0,0
miss_0.02,0.35,2,112,0.02,0.00,4,true,22.257215,15.547215,77,0,0,0
miss_0.02,0.35,2,113,0.02,0.00,1,true,19.961304,11.841304,124,0,0,0
miss_0.02,0.35,2,114,0.02,0.00,4,true,21.484478,14.684478,80,0,0,0
miss_0.02,0.35,2,115,0.02,0.00,3,true,24.084195,15.724195,132,0,0,0
miss_0.02,0.35,2,116,0.02,0.00,4,true,24.089306,16.119306,119,0,0,0
miss_0.02,0.35,2,117,0.02,0.00,3,true,20.074043,12.494043,106,0,0,0
miss_0.02,0.35,2,118,0.02,0.00,3,true,21.692423,13.662423,121,0,0,0
miss_0.02,0.35,2,119,0.02,0.00,3,true,21.270696,13.510696,112,0,0,0
miss_0.02,0.35,2,120,0.02,0.00,5,true,25.874670,19.554670,64,0,0,0
miss_0.02,0.35,2,121,0.02,0.00,3,true,20.272613,12.392613,116,0,0,0
miss_0.02,0.35,2,122,0.02,0.00,4,false,290.110862,14.560862,105,1,1,0
miss_0.02,0.35,2,123,0.02,0.00,5,true,31.047720,23.077720,119,0,0,0
miss_0.02,0.35,2,124,0.02,0.00,3,true,21.703098,14.063098,108,0,0,0
miss_0.02,0.35,2,125,0.02,0.00,2,true,20.675111,13.005111,109,0,0,0
miss_0.02,0.35,2,126,0.02,0.00,4,true,24.375525,16.705525,109,0,0,0
miss_0.02,0.35,2,127,0.02,0.00,4,true,27.117037,19.657037,102,0,0,0
miss_0.02,0.35,2,128,0.02,0.00,1,true,20.608085,12.338085,129,0,0,0
miss_0.02,0.35,2,129,0.02,0.00,1,true,22.252372,13.772372,136,0,0,0
miss_0.02,0.35,2,130,0.02,0.00,2,true,22.305260,14.095260,127,0,0,0
miss_0.02,0.35,2,131,0.02,0.00,3,true,20.804631,13.224631,106,0,0,0
miss_0.02,0.35,2,132,0.02,0.00,2,true,25.965338,17.275338,143,0,0,0
miss_0.02,0.35,2,133,0.02,0.00,5,false,291.462497,15.522497,118,1,1,0
miss_0.02,0.35,2,134,0.02,0.00,3,true,29.294143,22.914143,66,0,0,0
miss_0.02,0.35,2,135,0.02,0.00,3,true,26.689050,18.359050,131,0,0,0
miss_0.02,0.35,2,136,0.02,0.00,2,true,20.810457,13.410457,100,0,0,0
miss_0.02,0.35,2,137,0.02,0.00,2,true,19.654801,11.744801,117,0,0,0
miss_0.02,0.35,2,138,0.02,0.00,4,true,24.679688,16.559688,124,0,0,0
miss_0.02,0.35,2,139,0.02,0.00,2,true,24.987987,16.567987,134,0,0,0
miss_0.02,0.35,2,140,0.02,0.00,3,true,21.618044,14.848044,79,0,0,0
miss_0.02,0.35,2,141,0.02,0.00,6,true,37.998015,31.168015,81,0,0,0
miss_0.02,0.35,2,142,0.02,0.00,4,true,22.735720,15.515720,94,0,0,0
miss_0.02,0.35,2,143,0.02,0.00,4,true,27.096771,19.786771,97,0,0,0
miss_0.02,0.35,2,144,0.02,0.00,2,true,22.238890,13.788890,135,0,0,0
miss_0.02,0.35,2,145,0.02,0.00,4,true,24.694076,17.234076,102,0,0,0
miss_0.02,0.35,2,146,0.02,0.00,1,true,21.492092,12.862092,141,0,0,0
miss_0.02,0.35,2,147,0.02,0.00,4,true,28.496449,20.676449,114,0,0,0
miss_0.02,0.35,2,148,0.02,0.00,1,true,20.502730,12.232730,129,0,0,0
miss_0.02,0.35,2,149,0.02,0.00,3,true,23.552519,15.132519,134,0,0,0
miss_0.02,0.35,2,150,0.02,0.00,3,true,21.568767,13.448767,124,0,0,0
miss_0.02,0.35,2,151,0.02,0.00,4,true,26.358718,18.418718,118,0,0,0
miss_0.02,0.35,2,152,0.02,0.00,3,true,24.629702,16.719702,117,0,0,0
miss_0.02,0.35,2,153,0.02,0.00,3,true,19.063862,11.693862,99,0,0,0
miss_0.02,0.35,2,154,0.02,0.00,3,true,25.325191,17.115191,127,0,0,0
miss_0.02,0.35,2,155,0.02,0.00,3,true,19.663262,11.873262,113,0,0,0
miss_0.02,0.35,2,156,0.02,0.00,3,true,24.020321,16.170321,115,0,0,0
miss_0.02,0.35,2,157,0.02,0.00,1,true,19.732249,11.582249,125,0,0,0
miss_0.02,0.35,2,158,0.02,0.00,2,true,20.119202,12.329202,113,0,0,0
miss_0.02,0.35,2,159,0.02,0.00,3,false,289.418477,13.298477,124,1,1,0
miss_0.02,0.35,2,160,0.02,0.00,4,true,21.672506,13.972506,110,0,0,0
miss_0.02,0.35,2,161,0.02,0.00,2,true,21.017745,12.957745,122,0,0,0
miss_0.02,0.35,2,162,0.02,0.00,4,true,30.222361,22.132361,123,0,0,0
miss_0.02,0.35,2,163,0.02,0.00,3,true,21.941839,13.941839,120,0,0,0
miss_0.02,0.35,2,164,0.02,0.00,2,true,19.716107,11.686107,121,0,0,0
miss_0.02,0.35,2,165,0.02,0.00,3,true,21.213949,13.243949,119,0,0,0
miss_0.02,0.35,2,166,0.02,0.00,1,true,20.108722,11.958722,125,0,0,0
miss_0.02,0.35,2,167,0.02,0.00,3,true,20.682135,12.922135,112,0,0,0
miss_0.02,0.35,2,168,0.02,0.00,3,true,28.757054,20.607054,125,0,0,0
miss_0.02,0.35,2,169,0.02,0.00,2,true,19.478462,11.508462,119,0,0,0
miss_0.02,0.35,2,170,0.02,0.00,2,true,23.603994,15.663994,118,0,0,0
miss_0.02,0.35,2,171,0.02,0.00,3,true,25.767295,17.647295,124,0,0,0
miss_0.02,0.35,2,172,0.02,0.00,4,true,26.583501,18.553501,121,0,0,0
miss_0.02,0.35,2,173,0.02,0.00,1,true,19.611254,11.761254,115,0,0,0
miss_0.02,0.35,2,174,0.02,0.00,2,true,18.769584,11.099584,109,0,0,0
miss_0.02,0.35,2,175,0.02,0.00,3,true,25.551953,17.281953,129,0,0,0
miss_0.02,0.35,2,176,0.02,0.00,3,true,18.376006,10.856006,104,0,0,0
miss_0.02,0.35,2,177,0.02,0.00,5,true,32.162565,24.402565,112,0,0,0
miss_0.02,0.35,2,178,0.02,0.00,3,true,20.139942,12.469942,109,0,0,0
miss_0.02,0.35,2,179,0.02,0.00,2,true,21.288625,13.018625,129,0,0,0
miss_0.02,0.35,3,0,0.02,0.00,3,true,21.612723,13.672723,118,0,0,0
miss_0.02,0.35,3,1,0.02,0.00,3,true,26.351239,17.931239,134,0,0,0
miss_0.02,0.35,3,2,0.02,0.00,2,true,21.880770,13.790770,123,0,0,0
miss_0.02,0.35,3,3,0.02,0.00,2,true,21.044046,13.164046,116,0,0,0
miss_0.02,0.35,3,4,0.02,0.00,3,true,22.414076,14.894076,104,0,0,0
miss_0.02,0.35,3,5,0.02,0.00,2,true,24.991619,16.361619,141,0,0,0
miss_0.02,0.35,3,6,0.02,0.00,6,true,41.899018,35.609018,63,0,0,0
miss_0.02,0.35,3,7,0.02,0.00,2,true,20.484772,12.874772,107,0,0,0
miss_0.02,0.35,3,8,0.02,0.00,3,true,25.408006,17.768006,108,0,0,0
miss_0.02,0.35,3,9,0.02,0.00,4,true,26.461085,18.521085,118,0,0,0
miss_0.02,0.35,3,10,0.02,0.00,2,true,20.666035,12.756035,117,0,0,0
miss_0.02,0.35,3,11,0.02,0.00,4,true,25.848359,17.758359,123,0,0,0
miss_0.02,0.35,3,12,0.02,0.00,2,true,21.945250,13.855250,123,0,0,0
miss_0.02,0.35,3,13,0.02,0.00,1,true,19.826263,11.766263,122,0,0,0
miss_0.02,0.35,3,14,0.02,0.00,2,false,290.227017,13.657017,139,1,1,0
miss_0.02,0.35,3,15,0.02,0.00,4,true,21.472512,14.702512,79,0,0,0
miss_0.02,0.35,3,16,0.02,0.00,3,false,289.928538,13.898538,121,1,1,0
miss_0.02,0.35,3,17,0.02,0.00,2,true,22.050839,13.840839,127,0,0,0
miss_0.02,0.35,3,18,0.02,0.00,4,true,26.374029,18.644029,111,0,0,0
miss_0.02,0.35,3,19,0.02,0.00,3,true,25.063111,16.523111,138,0,0,0
miss_0.02,0.35,3,20,0.02,0.00,3,true,22.279363,14.519363,112,0,0,0
miss_0.02,0.35,3,21,0.02,0.00,3,false,290.302116,14.392116,117,1,1,0
miss_0.02,0.35,3,22,0.02,0.00,2,true,21.800928,13.290928,137,0,0,0
miss_0.02,0.35,3,23,0.02,0.00,3,true,21.766846,13.826846,118,0,0,0
miss_0.02,0.35,3,24,0.02,0.00,3,true,26.361521,18.991521,99,0,0,0
miss_0.02,0.35,3,25,0.02,0.00,4,true,23.594651,16.584651,87,0,0,0
miss_0.02,0.35,3,26,0.02,0.00,3,true,26.364989,18.154989,127,0,0,0
miss_0.02,0.35,3,27,0.02,0.00,6,true,53.989767,47.039767,85,0,0,0
miss_0.02,0.35,3,28,0.02,0.00,1,true,21.151401,12.701401,135,0,0,0
miss_0.02,0.35,3,29,0.02,0.00,4,true,21.265486,13.955486,97,0,0,0
miss_0.02,0.35,3,30,0.02,0.00,3,true,26.186112,17.676112,137,0,0,0
miss_0.02,0.35,3,31,0.02,0.00,3,true,21.531743,13.711743,114,0,0,0
miss_0.02,0.35,3,32,0.02,0.00,5,true,31.679346,24.099346,106,0,0,0
miss_0.02,0.35,3,33,0.02,0.00,6,true,36.745719,29.495719,95,0,0,0
miss_0.02,0.35,3,34,0.02,0.00,4,true,24.575469,16.815469,112,0,0,0
miss_0.02,0.35,3,35,0.02,0.00,2,true,23.517140,15.277140,128,0,0,0
miss_0.02,0.35,3,36,0.02,0.00,0,true,19.727062,11.397062,131,0,0,0
miss_0.02,0.35,3,37,0.02,0.00,2,true,22.335302,14.035302,130,0,0,0
miss_0.02,0.35,3,38,0.02,0.00,2,true,26.237875,17.697875,138,0,0,0
miss_0.02,0.35,3,39,0.02,0.00,4,true,24.614687,17.364687,95,0,0,0
miss_0.02,0.35,3,40,0.02,0.00,5,true,30.044740,22.194740,115,0,0,0
miss_0.02,0.35,3,41,0.02,0.00,1,true,19.130732,11.070732,122,0,0,0
miss_0.02,0.35,3,42,0.02,0.00,3,true,21.871013,14.351013,104,0,0,0
miss_0.02,0.35,3,43,0.02,0.00,3,true,21.379379,13.739379,108,0,0,0
miss_0.02,0.35,3,44,0.02,0.00,2,true,22.345972,14.045972,130,0,0,0
miss_0.02,0.35,3,45,0.02,0.00,4,true,28.696922,20.516922,126,0,0,0
miss_0.02,0.35,3,46,0.02,0.00,5,true,30.029695,23.199695,81,0,0,0
miss_0.02,0.35,3,47,0.02,0.00,3,true,25.307895,16.917895,133,0,0,0
miss_0.02,0.35,3,48,0.02,0.00,4,true,24.591548,17.281548,97,0,0,0
miss_0.02,0.35,3,49,0.02,0.00,2,true,24.266615,15.936615,131,0,0,0
miss_0.02,0.35,3,50,0.02,0.00,4,true,21.277401,14.057401,94,0,0,0
miss_0.02,0.35,3,51,0.02,0.00,1,true,21.432790,12.862790,139,0,0,0
miss_0.02,0.35,3,52,0.02,0.00,3,true,19.458139,12.118139,98,0,0,0
miss_0.02,0.35,3,53,0.02,0.00,3,true,20.434793,13.064793,99,0,0,0
miss_0.02,0.35,3,54,0.02,0.00,4,true,29.500103,21.080103,134,0,0,0
miss_0.02,0.35,3,55,0.02,0.00,2,true,20.355762,12.505762,115,0,0,0
miss_0.02,0.35,3,56,0.02,0.00,3,true,22.401635,14.251635,125,0,0,0
miss_0.02,0.35,3,57,0.02,0.00,1,true,20.071902,11.951902,124,0,0,0
miss_0.02,0.35,3,58,0.02,0.00,0,true,20.052428,11.782428,129,0,0,0
miss_0.02,0.35,3,59,0.02,0.00,3,true,21.369300,13.519300,115,0,0,0
miss_0.02,0.35,3,60,0.02,0.00,3,true,22.602296,14.992296,107,0,0,0
miss_0.02,0.35,3,61,0.02,0.00,2,true,22.212910,13.912910,130,0,0,0
miss_0.02,0.35,3,62,0.02,0.00,3,true,24.721236,16.631236,123,0,0,0
miss_0.02,0.35,3,63,0.02,0.00,1,true,20.777946,12.537946,128,0,0,0
miss_0.02,0.35,3,64,0.02,0.00,1,true,20.475736,12.325736,125,0,0,0
miss_0.02,0.35,3,65,0.02,0.00,1,true,19.847348,11.757348,123,0,0,0
miss_0.02,0.35,3,66,0.02,0.00,3,true,21.137342,13.437342,110,0,0,0
miss_0.02,0.35,3,67,0.02,0.00,2,true,24.389306,16.029306,132,0,0,0
miss_0.02,0.35,3,68,0.02,0.00,1,false,287.464538,10.924538,138,1,1,0
miss_0.02,0.35,3,69,0.02,0.00,2,true,20.073415,12.013415,122,0,0,0
miss_0.02,0.35,3,70,0.02,0.00,3,true,20.810553,13.290553,104,0,0,0
miss_0.02,0.35,3,71,0.02,0.00,2,true,22.916028,14.406028,137,0,0,0
miss_0.02,0.35,3,72,0.02,0.00,3,true,20.198226,12.618226,106,0,0,0
miss_0.02,0.35,3,73,0.02,0.00,2,true,21.563942,13.083942,136,0,0,0
miss_0.02,0.35,3,74,0.02,0.00,2,true,23.265937,14.785937,136,0,0,0
miss_0.02,0.35,3,75,0.02,0.00,4,true,25.112319,18.822319,63,0,0,0
miss_0.02,0.35,3,76,0.02,0.00,3,true,20.653026,12.593026,122,0,1,0
miss_0.02,0.35,3,77,0.02,0.00,2,true,20.151054,12.301054,115,0,0,0
miss_0.02,0.35,3,78,0.02,0.00,2,true,22.678992,14.648992,121,0,0,0
miss_0.02,0.35,3,79,0.02,0.00,1,true,21.754070,13.154070,140,0,0,0
miss_0.02,0.35,3,80,0.02,0.00,5,true,23.787443,16.687443,90,0,0,0
miss_0.02,0.35,3,81,0.02,0.00,1,true,20.711637,12.381637,131,0,0,0
miss_0.02,0.35,3,82,0.02,0.00,3,true,22.032371,14.122371,117,0,0,0
miss_0.02,0.35,3,83,0.02,0.00,1,true,21.499948,12.779948,144,0,0,0
miss_0.02,0.35,3,84,0.02,0.00,0,true,20.131789,11.921789,127,0,0,0
miss_0.02,0.35,3,85,0.02,0.00,4,true,22.848772,15.898772,85,0,0,0
miss_0.02,0.35,3,86,0.02,0.00,3,true,21.954560,14.224560,111,0,0,0
miss_0.02,0.35,3,87,0.02,0.00,4,true,22.448120,14.748120,110,0,0,0
miss_0.02,0.35,3,88,0.02,0.00,3,true,20.484582,12.784582,110,0,0,0
miss_0.02,0.35,3,89,0.02,0.00,1,true,18.786813,10.726813,122,0,0,0
miss_0.02,0.35,3,90,0.02,0.00,3,true,21.351430,13.441430,117,0,0,0
miss_0.02,0.35,3,91,0.02,0.00,3,true,23.993985,16.023985,119,0,0,0
miss_0.02,0.35,3,92,0.02,0.00,3,true,26.504244,18.624244,116,0,0,0
miss_0.02,0.35,3,93,0.02,0.00,3,true,24.481251,16.211251,129,0,0,0
miss_0.02,0.35,3,94,0.02,0.00,4,true,21.911800,14.481800,101,0,0,0
miss_0.02,0.35,3,95,0.02,0.00,0,true,19.659415,11.209415,135,0,0,0
miss_0.02,0.35,3,96,0.02,0.00,2,true,21.923282,14.013282,117,0,0,0
miss_0.02,0.35,3,97,0.02,0.00,6,true,32.703492,25.993492,77,0,0,0
miss_0.02,0.35,3,98,0.02,0.00,3,true,21.357309,13.297309,122,0,0,0
miss_0.02,0.35,3,99,0.02,0.00,6,false,296.954789,21.944789,87,1,1,0
miss_0.02,0.35,3,100,0.02,0.00,4,true,25.114237,17.714237,100,0,0,0
miss_0.02,0.35,3,101,0.02,0.00,2,true,21.932137,13.782137,125,0,0,0
miss_0.02,0.35,3,102,0.02,0.00,4,true,32.912618,24.852618,122,0,0,0
miss_0.02,0.35,3,103,0.02,0.00,3,true,20.838760,12.778760,122,0,0,0
miss_0.02,0.35,3,104,0.02,0.00,2,true,21.956743,13.536743,134,0,0,0
miss_0.02,0.35,3,105,0.02,0.00,3,true,23.891947,15.531947,132,0,0,0
miss_0.02,0.35,3,106,0.02,0.00,2,true,21.641032,13.761032,116,0,0,0
miss_0.02,0.35,3,107,0.02,0.00,1,true,21.248030,13.188030,122,0,0,0
miss_0.02,0.35,3,108,0.02,0.00,3,true,20.467525,12.377525,123,0,0,0
miss_0.02,0.35,3,109,0.02,0.00,3,true,19.249621,11.519621,111,0,0,0
miss_0.02,0.35,3,110,0.02,0.00,2,true,21.169502,12.599502,139,0,0,0
miss_0.02,0.35,3,111,0.02,0.00,2,true,18.414182,10.984182,101,0,0,0
miss_0.02,0.35,3,112,0.02,0.00,3,true,24.855192,17.365192,103,0,0,0
miss_0.02,0.35,3,113,0.02,0.00,2,true,21.593767,13.233767,132,0,0,0
miss_0.02,0.35,3,114,0.02,0.00,3,true,23.543379,15.303379,128,0,0,0
miss_0.02,0.35,3,115,0.02,0.00,3,true,21.025731,13.025731,120,0,0,0
miss_0.02,0.35,3,116,0.02,0.00,1,true,20.621844,12.621844,120,0,0,0
miss_0.02,0.35,3,117,0.02,0.00,3,true,21.147927,13.327927,114,0,0,0
miss_0.02,0.35,3,118,0.02,0.00,2,true,20.549027,12.009027,138,0,0,0
miss_0.02,0.35,3,119,0.02,0.00,2,true,21.255898,12.865898,133,0,0,0
miss_0.02,0.35,3,120,0.02,0.00,1,true,21.464342,12.954342,137,0,0,0
miss_0.02,0.35,3,121,0.02,0.00,2,true,20.144463,12.114463,121,0,0,0
miss_0.02,0.35,3,122,0.02,0.00,1,true,21.033799,12.793799,128,0,0,0
miss_0.02,0.35,3,123,0.02,0.00,2,true,19.102671,11.222671,116,0,0,0
miss_0.02,0.35,3,124,0.02,0.00,2,true,21.726580,13.546580,126,0,0,0
miss_0.02,0.35,3,125,0.02,0.00,3,true,22.931812,15.681812,95,0,0,0
miss_0.02,0.35,3,126,0.02,0.00,3,true,24.721778,17.501778,94,0,0,0
miss_0.02,0.35,3,127,0.02,0.00,4,true,29.845729,22.235729,107,0,0,0
miss_0.02,0.35,3,128,0.02,0.00,5,true,29.249408,23.439408,47,0,0,0
miss_0.02,0.35,3,129,0.02,0.00,3,true,23.726327,16.146327,106,0,0,0
miss_0.02,0.35,3,130,0.02,0.00,5,true,37.137764,29.437764,110,0,0,0
miss_0.02,0.35,3,131,0.02,0.00,3,true,18.007803,11.027803,86,0,0,0
miss_0.02,0.35,3,132,0.02,0.00,2,true,23.870007,15.420007,135,0,0,0
miss_0.02,0.35,3,133,0.02,0.00,4,true,22.874497,15.414497,102,0,0,0
miss_0.02,0.35,3,134,0.02,0.00,0,true,21.374041,12.654041,144,0,0,0
miss_0.02,0.35,3,135,0.02,0.00,1,true,19.397635,11.427635,119,0,0,0
miss_0.02,0.35,3,136,0.02,0.00,3,true,20.580860,13.330860,95,0,0,0
miss_0.02,0.35,3,137,0.02,0.00,2,true,22.442634,14.172634,129,0,0,0
miss_0.02,0.35,3,138,0.02,0.00,2,true,25.117992,16.757992,132,0,0,0
miss_0.02,0.35,3,139,0.02,0.00,3,true,25.240492,17.480492,112,0,0,0
miss_0.02,0.35,3,140,0.02,0.00,1,true,20.189495,12.369495,114,0,0,0
miss_0.02,0.35,3,141,0.02,0.00,2,true,22.052557,13.752557,130,0,0,0
miss_0.02,0.35,3,142,0.02,0.00,3,true,21.886116,14.636116,95,0,0,0
miss_0.02,0.35,3,143,0.02,0.00,4,true,22.230573,14.860573,99,0,0,0
miss_0.02,0.35,3,144,0.02,0.00,1,true,25.030698,16.340698,143,0,0,0
miss_0.02,0.35,3,145,0.02,0.00,0,true,21.159381,12.679381,136,0,0,0
miss_0.02,0.35,3,146,0.02,0.00,2,true,20.241843,12.451843,113,0,0,0
miss_0.02,0.35,3,147,0.02,0.00,3,true,24.345140,16.285140,122,0,0,0
miss_0.02,0.35,3,148,0.02,0.00,3,true,23.425998,15.035998,133,0,0,0
miss_0.02,0.35,3,149,0.02,0.00,5,true,25.273674,17.633674,108,0,0,0
miss_0.02,0.35,3,150,0.02,0.00,3,true,20.866912,13.226912,108,0,0,0
miss_0.02,0.35,3,151,0.02,0.00,4,true,22.777057,15.077057,110,0,0,0
miss_0.02,0.35,3,152,0.02,0.00,3,true,17.644939,10.784939,82,0,0,0
miss_0.02,0.35,3,153,0.02,0.00,4,true,23.854623,16.034623,114,0,0,0
miss_0.02,0.35,3,154,0.02,0.00,4,true,24.006669,16.456669,105,0,0,0
miss_0.02,0.35,3,155,0.02,0.00,3,true,22.358091,14.298091,122,0,0,0
miss_0.02,0.35,3,156,0.02,0.00,2,true,19.183838,11.303838,116,0,0,0
miss_0.02,0.35,3,157,0.02,0.00,1,true,20.422904,11.942904,136,0,0,0
miss_0.02,0.35,3,158,0.02,0.00,3,false,289.546029,13.366029,126,1,1,0
miss_0.02,0.35,3,159,0.02,0.00,3,true,23.996232,15.876232,124,0,0,0
miss_0.02,0.35,3,160,0.02,0.00,5,true,23.907553,16.147553,112,0,0,0
miss_0.02,0.35,3,161,0.02,0.00,3,true,23.199577,15.109577,123,0,0,0
miss_0.02,0.35,3,162,0.02,0.00,3,true,24.833662,16.803662,121,0,0,0
miss_0.02,0.35,3,163,0.02,0.00,1,true,21.719628,13.299628,134,0,0,0
miss_0.02,0.35,3,164,0.02,0.00,3,true,24.846019,17.416019,101,0,0,0
miss_0.02,0.35,3,165,0.02,0.00,4,true,24.619278,16.529278,123,0,0,0
miss_0.02,0.35,3,166,0.02,0.00,1,true,17.275918,9.395918,116,0,0,0
miss_0.02,0.35,3,167,0.02,0.00,1,true,21.305130,12.735130,139,0,0,0
miss_0.02,0.35,3,168,0.02,0.00,4,true,28.959114,21.649114,97,0,0,0
miss_0.02,0.35,3,169,0.02,0.00,2,true,21.841872,13.601872,128,0,0,0
miss_0.02,0.35,3,170,0.02,0.00,2,true,21.040952,12.710952,131,0,0,0
miss_0.02,0.35,3,171,0.02,0.00,3,true,22.878747,14.878747,120,0,0,0
miss_0.02,0.35,3,172,0.02,0.00,2,true,21.604308,13.244308,132,0,0,0
miss_0.02,0.35,3,173,0.02,0.00,4,true,29.906212,21.606212,130,0,0,0
miss_0.02,0.35,3,174,0.02,0.00,3,true,22.567169,14.177169,133,0,0,0
miss_0.02,0.35,3,175,0.02,0.00,3,true,20.864691,13.104691,112,0,0,0
