scenario,active_probability,repeat,trial,false_negative_rate,false_positive_rate,active_family_count,success,total_cost,path_cost,expansions,invalid_executions,missed_active_families,false_positive_families
exact,0.35,0,90,0.00,0.00,4,true,26.805578,18.475578,131,0,0,0
exact,0.35,0,91,0.00,0.00,4,true,27.173414,19.353414,114,0,0,0
exact,0.35,0,92,0.00,0.00,1,true,22.877818,14.217818,142,0,0,0
exact,0.35,0,93,0.00,0.00,2,true,19.895366,11.925366,119,0,0,0
exact,0.35,0,94,0.00,0.00,2,true,19.683342,11.773342,117,0,0,0
exact,0.35,0,95,0.00,0.00,1,true,20.681806,12.231806,135,0,0,0
exact,0.35,0,96,0.00,0.00,2,true,20.052875,12.142875,117,0,0,0
exact,0.35,0,97,0.00,0.00,4,true,22.548696,14.968696,106,0,0,0
exact,0.35,0,98,0.00,0.00,5,true,24.704579,18.654579,55,0,0,0
exact,0.35,0,99,0.00,0.00,4,true,23.467898,15.797898,109,0,0,0
exact,0.35,0,100,0.00,0.00,3,true,21.748989,14.078989,109,0,0,0
exact,0.35,0,101,0.00,0.00,1,true,22.394675,13.824675,139,0,0,0
exact,0.35,0,102,0.00,0.00,3,true,24.929354,17.409354,104,0,0,0
exact,0.35,0,103,0.00,0.00,2,true,18.417646,10.777646,108,0,0,0
exact,0.35,0,104,0.00,0.00,3,true,22.142858,14.022858,124,0,0,0
exact,0.35,0,105,0.00,0.00,3,true,22.802324,14.622324,126,0,0,0
exact,0.35,0,106,0.00,0.00,3,true,19.005490,11.365490,108,0,0,0
exact,0.35,0,107,0.00,0.00,1,true,22.742134,14.202134,138,0,0,0
exact,0.35,0,108,0.00,0.00,5,true,32.725079,24.995079,111,0,0,0
exact,0.35,0,109,0.00,0.00,4,true,27.453212,19.513212,118,0,0,0
exact,0.35,0,110,0.00,0.00,5,true,23.241971,17.161971,56,0,0,0
exact,0.35,0,111,0.00,0.00,4,true,30.763756,23.273756,103,0,0,0
exact,0.35,0,112,0.00,0.00,3,true,19.887353,12.337353,105,0,0,0
exact,0.35,0,113,0.00,0.00,4,true,21.100721,14.420721,76,0,0,0
exact,0.35,0,114,0.00,0.00,4,true,23.491260,16.511260,86,0,0,0
exact,0.35,0,115,0.00,0.00,4,true,24.732961,17.032961,110,0,0,0
exact,0.35,0,116,0.00,0.00,3,true,21.153182,13.483182,109,0,0,0
exact,0.35,0,117,0.00,0.00,3,true,25.546597,17.906597,108,0,0,0
exact,0.35,0,118,0.00,0.00,3,true,21.702007,14.482007,94,0,0,0
exact,0.35,0,119,0.00,0.00,2,true,23.633842,15.213842,134,0,0,0
exact,0.35,0,120,0.00,0.00,4,true,23.419519,16.439519,86,0,0,0
exact,0.35,0,121,0.00,0.00,3,true,22.301488,14.391488,117,0,0,0
exact,0.35,0,122,0.00,0.00,4,true,26.859914,18.619914,128,0,0,0
exact,0.35,0,123,0.00,0.00,2,true,20.282762,11.982762,130,0,0,0
exact,0.35,0,124,0.00,0.00,6,true,35.662887,28.892887,79,0,0,0
exact,0.35,0,125,0.00,0.00,4,true,19.350137,12.310137,88,0,0,0
exact,0.35,0,126,0.00,0.00,5,true,37.082708,30.012708,89,0,0,0
exact,0.35,0,127,0.00,0.00,5,true,26.618703,19.068703,105,0,0,0
exact,0.35,0,128,0.00,0.00,3,true,22.872894,15.292894,106,0,0,0
exact,0.35,0,129,0.00,0.00,3,true,21.698300,13.458300,128,0,0,0
exact,0.35,0,130,0.00,0.00,3,true,24.482524,16.182524,130,0,0,0
exact,0.35,0,131,0.00,0.00,3,true,21.891525,13.981525,117,0,0,0
exact,0.35,0,132,0.00,0.00,2,true,21.829150,13.379150,135,0,0,0
exact,0.35,0,133,0.00,0.00,3,true,23.275081,15.185081,123,0,0,0
exact,0.35,0,134,0.00,0.00,3,true,19.192459,12.062459,91,0,0,0
exact,0.35,0,135,0.00,0.00,2,true,20.021613,11.781613,128,0,0,0
exact,0.35,0,136,0.00,0.00,3,true,21.236250,13.296250,118,0,0,0
exact,0.35,0,137,0.00,0.00,4,true,20.081099,12.861099,94,0,0,0
exact,0.35,0,138,0.00,0.00,1,true,21.222709,12.622709,140,0,0,0
exact,0.35,0,139,0.00,0.00,2,true,20.027172,11.847172,126,0,0,0
exact,0.35,0,140,0.00,0.00,1,true,20.594957,12.054957,138,0,0,0
exact,0.35,0,141,0.00,0.00,4,true,23.066468,15.996468,89,0,0,0
exact,0.35,0,142,0.00,0.00,1,true,20.921884,12.471884,135,0,0,0
exact,0.35,0,143,0.00,0.00,2,true,19.646618,11.466618,126,0,0,0
exact,0.35,0,144,0.00,0.00,1,true,20.007965,11.887965,124,0,0,0
exact,0.35,0,145,0.00,0.00,3,true,20.730627,13.060627,109,0,0,0
exact,0.35,0,146,0.00,0.00,2,true,22.117247,13.787247,131,0,0,0
exact,0.35,0,147,0.00,0.00,1,true,19.954057,11.504057,135,0,0,0
exact,0.35,0,148,0.00,0.00,3,true,21.775916,13.685916,123,0,0,0
exact,0.35,0,149,0.00,0.00,5,true,30.099037,23.119037,86,0,0,0
exact,0.35,0,150,0.00,0.00,3,true,27.132672,18.592672,138,0,0,0
exact,0.35,0,151,0.00,0.00,2,true,20.254385,12.044385,127,0,0,0
exact,0.35,0,152,0.00,0.00,4,true,23.314053,15.734053,106,0,0,0
exact,0.35,0,153,0.00,0.00,4,true,22.018332,14.438332,106,0,0,0
exact,0.35,0,154,0.00,0.00,5,true,31.993103,25.133103,82,0,0,0
exact,0.35,0,155,0.00,0.00,2,true,22.317106,13.927106,133,0,0,0
exact,0.35,0,156,0.00,0.00,3,true,20.889243,13.399243,103,0,0,0
exact,0.35,0,157,0.00,0.00,3,true,33.179827,24.789827,133,0,0,0
exact,0.35,0,158,0.00,0.00,2,true,19.321477,11.351477,119,0,0,0
exact,0.35,0,159,0.00,0.00,0,true,20.660752,12.450752,127,0,0,0
exact,0.35,0,160,0.00,0.00,2,true,22.388879,14.058879,131,0,0,0
exact,0.35,0,161,0.00,0.00,2,true,21.459420,13.279420,126,0,0,0
exact,0.35,0,162,0.00,0.00,2,true,23.548098,14.858098,143,0,0,0
exact,0.35,0,163,0.00,0.00,3,true,21.620817,14.220817,100,0,0,0
exact,0.35,0,164,0.00,0.00,2,true,20.791162,12.461162,131,0,0,0
exact,0.35,0,165,0.00,0.00,3,true,21.842173,14.052173,113,0,0,0
exact,0.35,0,166,0.00,0.00,1,true,33.512296,24.882296,141,0,0,0
exact,0.35,0,167,0.00,0.00,4,true,29.119377,21.329377,113,0,0,0
exact,0.35,0,168,0.00,0.00,2,true,19.776893,11.866893,117,0,0,0
exact,0.35,0,169,0.00,0.00,2,true,20.323499,12.743499,106,0,0,0
exact,0.35,0,170,0.00,0.00,1,true,18.468561,10.618561,115,0,0,0
exact,0.35,0,171,0.00,0.00,1,true,22.757215,14.727215,121,0,0,0
exact,0.35,0,172,0.00,0.00,3,true,22.947404,14.947404,120,0,0,0
exact,0.35,0,173,0.00,0.00,2,true,20.620510,12.320510,130,0,0,0
exact,0.35,0,174,0.00,0.00,5,true,30.232798,23.042798,93,0,0,0
exact,0.35,0,175,0.00,0.00,4,true,20.149164,12.629164,104,0,0,0
exact,0.35,0,176,0.00,0.00,3,true,18.891280,11.701280,93,0,0,0
exact,0.35,0,177,0.00,0.00,2,true,22.047659,13.627659,134,0,0,0
exact,0.35,0,178,0.00,0.00,2,true,19.002597,11.332597,109,0,0,0
exact,0.35,0,179,0.00,0.00,2,true,26.441130,17.811130,141,0,0,0
exact,0.35,1,0,0.00,0.00,2,true,20.346950,12.826950,104,0,0,0
exact,0.35,1,1,0.00,0.00,3,true,20.028092,12.688092,98,0,0,0
exact,0.35,1,2,0.00,0.00,3,true,20.350683,13.400683,85,0,0,0
exact,0.35,1,3,0.00,0.00,5,true,33.558250,25.528250,121,0,0,0
exact,0.35,1,4,0.00,0.00,3,true,22.294160,14.564160,111,0,0,0
exact,0.35,1,5,0.00,0.00,3,true,22.038065,14.488065,105,0,0,0
exact,0.35,1,6,0.00,0.00,3,true,26.136929,17.686929,135,0,0,0
exact,0.35,1,7,0.00,0.00,3,true,27.641829,19.071829,139,0,0,0
exact,0.35,1,8,0.00,0.00,5,true,27.754280,20.294280,102,0,0,0
exact,0.35,1,9,0.00,0.00,3,true,25.418821,17.148821,129,0,0,0
exact,0.35,1,10,0.00,0.00,3,true,21.575538,13.965538,107,0,0,0
exact,0.35,1,11,0.00,0.00,3,true,23.219097,14.949097,129,0,0,0
exact,0.35,1,12,0.00,0.00,4,true,23.457322,16.147322,97,0,0,0
exact,0.35,1,13,0.00,0.00,3,true,23.125127,15.845127,96,0,0,0
exact,0.35,1,14,0.00,0.00,3,true,21.726823,13.936823,113,0,0,0
exact,0.35,1,15,0.00,0.00,4,true,27.341917,19.911917,101,0,0,0
exact,0.35,1,16,0.00,0.00,4,true,21.307981,14.657981,75,0,0,0
exact,0.35,1,17,0.00,0.00,3,true,26.715876,18.325876,133,0,0,0
exact,0.35,1,18,0.00,0.00,1,true,20.718292,11.998292,144,0,0,0
exact,0.35,1,19,0.00,0.00,1,true,19.970300,11.640300,131,0,0,0
exact,0.35,1,20,0.00,0.00,3,true,20.455594,12.875594,106,0,0,0
exact,0.35,1,21,0.00,0.00,5,true,29.817416,22.477416,98,0,0,0
exact,0.35,1,22,0.00,0.00,3,true,19.891145,11.951145,118,0,0,0
exact,0.35,1,23,0.00,0.00,3,true,26.012069,18.822069,93,0,0,0
exact,0.35,1,24,0.00,0.00,1,true,20.633250,12.423250,127,0,0,0
exact,0.35,1,25,0.00,0.00,6,true,38.506202,31.226202,96,0,0,0
exact,0.35,1,26,0.00,0.00,1,true,21.912428,13.132428,146,0,0,0
exact,0.35,1,27,0.00,0.00,3,true,27.202578,18.842578,132,0,0,0
exact,0.35,1,28,0.00,0.00,3,true,22.961427,15.051427,117,0,0,0
exact,0.35,1,29,0.00,0.00,4,true,26.144076,17.964076,126,0,0,0
exact,0.35,1,30,0.00,0.00,5,true,28.386008,21.076008,97,0,0,0
exact,0.35,1,31,0.00,0.00,4,true,21.210668,13.780668,101,0,0,0
exact,0.35,1,32,0.00,0.00,4,true,23.946771,16.546771,100,0,0,0
exact,0.35,1,33,0.00,0.00,4,true,28.541748,20.901748,108,0,0,0
exact,0.35,1,34,0.00,0.00,3,true,20.409024,12.259024,125,0,0,0
exact,0.35,1,35,0.00,0.00,1,true,22.302713,13.942713,132,0,0,0
exact,0.35,1,36,0.00,0.00,0,true,19.157133,10.887133,129,0,0,0
exact,0.35,1,37,0.00,0.00,2,true,22.050447,13.990447,122,0,0,0
exact,0.35,1,38,0.00,0.00,4,true,30.368729,22.368729,120,0,0,0
exact,0.35,1,39,0.00,0.00,3,true,22.498417,14.348417,125,0,0,0
exact,0.35,1,40,0.00,0.00,2,true,23.713414,15.353414,132,0,0,0
exact,0.35,1,41,0.00,0.00,2,true,21.138661,12.958661,126,0,0,0
exact,0.35,1,42,0.00,0.00,2,true,20.025585,12.055585,119,0,0,0
exact,0.35,1,43,0.00,0.00,2,true,20.955965,12.595965,132,0,0,0
exact,0.35,1,44,0.00,0.00,1,true,22.009315,13.379315,141,0,0,0
exact,0.35,1,45,0.00,0.00,2,true,21.660997,13.420997,128,0,0,0
exact,0.35,1,46,0.00,0.00,2,true,22.040207,13.650207,133,0,0,0
exact,0.35,1,47,0.00,0.00,4,true,21.693060,14.053060,108,0,0,0
exact,0.35,1,48,0.00,0.00,1,true,21.222727,12.442727,146,0,0,0
exact,0.35,1,49,0.00,0.00,6,true,27.272747,21.942747,31,0,0,0
exact,0.35,1,50,0.00,0.00,4,true,22.940347,15.240347,110,0,0,0
exact,0.35,1,51,0.00,0.00,3,true,24.246719,16.126719,124,0,0,0
exact,0.35,1,52,0.00,0.00,2,true,21.828513,13.528513,130,0,0,0
exact,0.35,1,53,0.00,0.00,4,true,28.001921,20.901921,90,0,0,0
exact,0.35,1,54,0.00,0.00,2,true,21.645538,13.525538,124,0,0,0
exact,0.35,1,55,0.00,0.00,2,true,20.260566,11.810566,135,0,0,0
exact,0.35,1,56,0.00,0.00,3,true,21.749811,13.719811,121,0,0,0
exact,0.35,1,57,0.00,0.00,2,true,20.372964,12.522964,115,0,0,0
exact,0.35,1,58,0.00,0.00,2,true,23.005801,14.675801,131,0,0,0
exact,0.35,1,59,0.00,0.00,3,true,24.166779,15.896779,129,0,0,0
exact,0.35,1,60,0.00,0.00,3,true,19.692129,12.202129,103,0,0,0
exact,0.35,1,61,0.00,0.00,0,true,19.290209,11.230209,122,0,0,0
exact,0.35,1,62,0.00,0.00,2,true,28.807989,20.207989,140,0,0,0
exact,0.35,1,63,0.00,0.00,3,true,22.394085,14.724085,109,0,0,0
exact,0.35,1,64,0.00,0.00,3,true,26.645553,18.375553,129,0,0,0
exact,0.35,1,65,0.00,0.00,5,true,24.494451,17.724451,79,0,0,0
exact,0.35,1,66,0.00,0.00,1,true,21.323129,12.813129,137,0,0,0
exact,0.35,1,67,0.00,0.00,4,true,29.140703,21.860703,96,0,0,0
exact,0.35,1,68,0.00,0.00,2,true,22.392304,13.762304,141,0,0,0
exact,0.35,1,69,0.00,0.00,2,true,20.762864,12.552864,127,0,0,0
exact,0.35,1,70,0.00,0.00,2,true,22.072125,13.532125,138,0,0,0
exact,0.35,1,71,0.00,0.00,1,true,20.027178,11.907178,124,0,0,0
exact,0.35,1,72,0.00,0.00,3,true,20.764113,13.064113,110,0,0,0
exact,0.35,1,73,0.00,0.00,3,true,18.444183,11.044183,100,0,0,0
exact,0.35,1,74,0.00,0.00,1,true,20.773243,12.233243,138,0,0,0
exact,0.35,1,75,0.00,0.00,4,true,26.119953,18.509953,107,0,0,0
exact,0.35,1,76,0.00,0.00,2,true,21.737282,13.437282,130,0,0,0
exact,0.35,1,77,0.00,0.00,2,true,20.698916,12.488916,127,0,0,0
exact,0.35,1,78,0.00,0.00,3,true,19.926611,12.316611,107,0,0,0
exact,0.35,1,79,0.00,0.00,4,true,32.996514,24.756514,128,0,0,0
exact,0.35,1,80,0.00,0.00,3,true,21.266665,13.056665,127,0,0,0
exact,0.35,1,81,0.00,0.00,4,true,22.866751,15.346751,104,0,0,0
exact,0.35,1,82,0.00,0.00,5,true,23.168264,16.878264,63,0,0,0
exact,0.35,1,83,0.00,0.00,2,true,25.203866,16.603866,140,0,0,0
exact,0.35,1,84,0.00,0.00,6,true,34.835313,27.405313,101,0,0,0
exact,0.35,1,85,0.00,0.00,4,true,30.803671,24.243671,72,0,0,0
exact,0.35,1,86,0.00,0.00,2,true,22.712582,14.442582,129,0,0,0
exact,0.35,1,87,0.00,0.00,3,true,23.947285,15.767285,126,0,0,0
exact,0.35,1,88,0.00,0.00,2,true,20.403686,12.463686,118,0,0,0
exact,0.35,1,89,0.00,0.00,2,true,20.874319,12.934319,118,0,0,0
exact,0.35,1,90,0.00,0.00,1,true,19.995349,11.695349,130,0,0,0
exact,0.35,1,91,0.00,0.00,3,true,28.331588,20.091588,128,0,0,0
exact,0.35,1,92,0.00,0.00,2,true,19.321757,11.501757,114,0,0,0
exact,0.35,1,93,0.00,0.00,3,true,21.953287,14.283287,109,0,0,0
exact,0.35,1,94,0.00,0.00,5,true,27.694944,20.474944,94,0,0,0
exact,0.35,1,95,0.00,0.00,1,true,20.398569,12.188569,127,0,0,0
exact,0.35,1,96,0.00,0.00,0,true,20.553934,11.923934,141,0,0,0
exact,0.35,1,97,0.00,0.00,1,true,21.676007,13.406007,129,0,0,0
exact,0.35,1,98,0.00,0.00,1,true,21.515958,13.035958,136,0,0,0
exact,0.35,1,99,0.00,0.00,1,true,18.682798,10.592798,123,0,0,0
exact,0.35,1,100,0.00,0.00,5,true,39.104930,31.284930,114,0,0,0
exact,0.35,1,101,0.00,0.00,3,true,18.082490,11.102490,86,0,0,0
exact,0.35,1,102,0.00,0.00,2,true,18.410041,10.860041,105,0,0,0
exact,0.35,1,103,0.00,0.00,2,true,25.112998,16.602998,137,0,0,0
exact,0.35,1,104,0.00,0.00,3,true,19.535064,12.285064,95,0,0,0
exact,0.35,1,105,0.00,0.00,4,true,23.203183,15.383183,114,0,0,0
exact,0.35,1,106,0.00,0.00,3,true,23.119863,15.209863,117,0,0,0
exact,0.35,1,107,0.00,0.00,2,true,21.975545,13.675545,130,0,0,0
exact,0.35,1,108,0.00,0.00,5,true,27.844734,19.934734,117,0,0,0
exact,0.35,1,109,0.00,0.00,3,true,21.981524,14.101524,116,0,0,0
exact,0.35,1,110,0.00,0.00,1,true,21.106651,12.836651,129,0,0,0
exact,0.35,1,111,0.00,0.00,2,true,21.712179,13.352179,132,0,0,0
exact,0.35,1,112,0.00,0.00,3,true,24.709941,16.889941,114,0,0,0
exact,0.35,1,113,0.00,0.00,4,true,26.398787,18.908787,103,0,0,0
exact,0.35,1,114,0.00,0.00,3,true,22.280306,14.520306,112,0,0,0
exact,0.35,1,115,0.00,0.00,3,true,28.850630,20.400630,135,0,0,0
exact,0.35,1,116,0.00,0.00,4,true,20.950818,13.550818,100,0,0,0
exact,0.35,1,117,0.00,0.00,5,true,25.909043,18.689043,94,0,0,0
exact,0.35,1,118,0.00,0.00,2,true,22.263946,14.203946,122,0,0,0
exact,0.35,1,119,0.00,0.00,3,true,21.655667,13.535667,124,0,0,0
exact,0.35,1,120,0.00,0.00,2,true,25.657444,17.027444,141,0,0,0
exact,0.35,1,121,0.00,0.00,2,true,23.290475,15.020475,129,0,0,0
exact,0.35,1,122,0.00,0.00,3,true,24.057934,15.787934,129,0,0,0
exact,0.35,1,123,0.00,0.00,1,true,20.509585,12.209585,130,0,0,0
exact,0.35,1,124,0.00,0.00,3,true,21.289825,13.379825,117,0,0,0
exact,0.35,1,125,0.00,0.00,3,true,26.491842,18.401842,123,0,0,0
exact,0.35,1,126,0.00,0.00,2,true,21.159364,12.799364,132,0,0,0
exact,0.35,1,127,0.00,0.00,4,true,24.347453,16.377453,119,0,0,0
exact,0.35,1,128,0.00,0.00,4,true,23.890245,16.160245,111,0,0,0
exact,0.35,1,129,0.00,0.00,2,true,19.627763,11.717763,117,0,0,0
exact,0.35,1,130,0.00,0.00,1,true,20.039595,11.859595,126,0,0,0
exact,0.35,1,131,0.00,0.00,1,true,20.552211,12.582211,119,0,0,0
exact,0.35,1,132,0.00,0.00,2,true,26.832665,18.292665,138,0,0,0
exact,0.35,1,133,0.00,0.00,4,true,22.645071,15.365071,96,0,0,0
exact,0.35,1,134,0.00,0.00,1,true,19.197748,11.197748,120,0,0,0
exact,0.35,1,135,0.00,0.00,4,true,20.586920,13.336920,95,0,0,0
exact,0.35,1,136,0.00,0.00,1,true,20.148218,11.758218,133,0,0,0
exact,0.35,1,137,0.00,0.00,2,true,22.314302,14.134302,126,0,0,0
exact,0.35,1,138,0.00,0.00,5,true,34.190156,26.730156,102,0,0,0
exact,0.35,1,139,0.00,0.00,2,true,22.386080,13.756080,141,0,0,0
exact,0.35,1,140,0.00,0.00,3,true,22.985936,14.475936,137,0,0,0
exact,0.35,1,141,0.00,0.00,4,true,22.481240,14.991240,103,0,0,0
exact,0.35,1,142,0.00,0.00,3,true,23.867838,16.197838,109,0,0,0
exact,0.35,1,143,0.00,0.00,2,true,22.154212,14.124212,121,0,0,0
exact,0.35,1,144,0.00,0.00,3,true,23.379452,15.229452,125,0,0,0
exact,0.35,1,145,0.00,0.00,0,true,20.174035,11.724035,135,0,0,0
exact,0.35,1,146,0.00,0.00,5,true,32.852705,25.482705,99,0,0,0
exact,0.35,1,147,0.00,0.00,2,true,17.624218,10.464218,92,0,0,0
exact,0.35,1,148,0.00,0.00,2,true,20.094215,12.244215,115,0,0,0
exact,0.35,1,149,0.00,0.00,3,true,22.313713,14.853713,102,0,0,0
exact,0.35,1,150,0.00,0.00,2,true,23.786939,15.216939,139,0,0,0
exact,0.35,1,151,0.00,0.00,3,true,21.171720,13.861720,97,0,0,0
exact,0.35,1,152,0.00,0.00,3,true,29.517032,21.307032,127,0,0,0
exact,0.35,1,153,0.00,0.00,2,true,25.825513,18.515513,97,0,0,0
exact,0.35,1,154,0.00,0.00,5,true,32.373979,24.403979,119,0,0,0
exact,0.35,1,155,0.00,0.00,4,true,21.036813,14.146813,83,0,0,0
exact,0.35,1,156,0.00,0.00,3,true,20.562307,12.802307,112,0,0,0
