active_probability,trial,seed,active_family_count,active_families,method,success,total_cost,path_cost,expansions,edge_checks,probes,invalid_executions,attempts,discovered
0.00,23,100023,0,,edge_verifier,true,132.175068,13.585068,143,635,0,0,1,
0.00,23,100023,0,,acs,true,22.275068,13.585068,143,0,8,0,1,
0.00,23,100023,0,,oracle_signature,true,17.875068,13.585068,143,0,0,0,1,
0.00,24,100024,0,,blind_repair,true,16.573989,12.463989,137,0,0,0,1,
0.00,24,100024,0,,family_repair,true,16.573989,12.463989,137,0,0,0,1,
0.00,24,100024,0,,edge_verifier,true,130.873989,12.463989,137,635,0,0,1,
0.00,24,100024,0,,acs,true,20.973989,12.463989,137,0,8,0,1,
0.00,24,100024,0,,oracle_signature,true,16.573989,12.463989,137,0,0,0,1,
0.00,25,100025,0,,blind_repair,true,15.663997,11.673997,133,0,0,0,1,
0.00,25,100025,0,,family_repair,true,15.663997,11.673997,133,0,0,0,1,
0.00,25,100025,0,,edge_verifier,true,129.963997,11.673997,133,635,0,0,1,
0.00,25,100025,0,,acs,true,20.063997,11.673997,133,0,8,0,1,
0.00,25,100025,0,,oracle_signature,true,15.663997,11.673997,133,0,0,0,1,
0.00,26,100026,0,,blind_repair,true,14.548973,10.828973,124,0,0,0,1,
0.00,26,100026,0,,family_repair,true,14.548973,10.828973,124,0,0,0,1,
0.00,26,100026,0,,edge_verifier,true,123.448973,10.828973,124,605,0,0,1,
0.00,26,100026,0,,acs,true,18.948973,10.828973,124,0,8,0,1,
0.00,26,100026,0,,oracle_signature,true,14.548973,10.828973,124,0,0,0,1,
0.00,27,100027,0,,blind_repair,true,15.138145,10.998145,138,0,0,0,1,
0.00,27,100027,0,,family_repair,true,15.138145,10.998145,138,0,0,0,1,
0.00,27,100027,0,,edge_verifier,true,129.438145,10.998145,138,635,0,0,1,
0.00,27,100027,0,,acs,true,19.538145,10.998145,138,0,8,0,1,
0.00,27,100027,0,,oracle_signature,true,15.138145,10.998145,138,0,0,0,1,
0.00,28,100028,0,,blind_repair,true,15.990761,11.850761,138,0,0,0,1,
0.00,28,100028,0,,family_repair,true,15.990761,11.850761,138,0,0,0,1,
0.00,28,100028,0,,edge_verifier,true,130.290761,11.850761,138,635,0,0,1,
0.00,28,100028,0,,acs,true,20.390761,11.850761,138,0,8,0,1,
0.00,28,100028,0,,oracle_signature,true,15.990761,11.850761,138,0,0,0,1,
0.00,29,100029,0,,blind_repair,true,15.972056,11.862056,137,0,0,0,1,
0.00,29,100029,0,,family_repair,true,15.972056,11.862056,137,0,0,0,1,
0.00,29,100029,0,,edge_verifier,true,126.672056,11.862056,137,615,0,0,1,
0.00,29,100029,0,,acs,true,20.372056,11.862056,137,0,8,0,1,
0.00,29,100029,0,,oracle_signature,true,15.972056,11.862056,137,0,0,0,1,
0.00,30,100030,0,,blind_repair,true,15.279504,11.259504,134,0,0,0,1,
0.00,30,100030,0,,family_repair,true,15.279504,11.259504,134,0,0,0,1,
0.00,30,100030,0,,edge_verifier,true,125.979504,11.259504,134,615,0,0,1,
0.00,30,100030,0,,acs,true,19.679504,11.259504,134,0,8,0,1,
0.00,30,100030,0,,oracle_signature,true,15.279504,11.259504,134,0,0,0,1,
0.00,31,100031,0,,blind_repair,true,17.395610,13.075610,144,0,0,0,1,
0.00,31,100031,0,,family_repair,true,17.395610,13.075610,144,0,0,0,1,
0.00,31,100031,0,,edge_verifier,true,131.695610,13.075610,144,635,0,0,1,
0.00,31,100031,0,,acs,true,21.795610,13.075610,144,0,8,0,1,
0.00,31,100031,0,,oracle_signature,true,17.395610,13.075610,144,0,0,0,1,
0.00,32,100032,0,,blind_repair,true,14.600969,10.670969,131,0,0,0,1,
0.00,32,100032,0,,family_repair,true,14.600969,10.670969,131,0,0,0,1,
0.00,32,100032,0,,edge_verifier,true,127.100969,10.670969,131,625,0,0,1,
0.00,32,100032,0,,acs,true,19.000969,10.670969,131,0,8,0,1,
0.00,32,100032,0,,oracle_signature,true,14.600969,10.670969,131,0,0,0,1,
0.00,33,100033,0,,blind_repair,true,14.954063,10.994063,132,0,0,0,1,
0.00,33,100033,0,,family_repair,true,14.954063,10.994063,132,0,0,0,1,
0.00,33,100033,0,,edge_verifier,true,124.754063,10.994063,132,610,0,0,1,
0.00,33,100033,0,,acs,true,19.354063,10.994063,132,0,8,0,1,
0.00,33,100033,0,,oracle_signature,true,14.954063,10.994063,132,0,0,0,1,
0.00,34,100034,0,,blind_repair,true,17.309968,12.989968,144,0,0,0,1,
0.00,34,100034,0,,family_repair,true,17.309968,12.989968,144,0,0,0,1,
0.00,34,100034,0,,edge_verifier,true,131.609968,12.989968,144,635,0,0,1,
0.00,34,100034,0,,acs,true,21.709968,12.989968,144,0,8,0,1,
0.00,34,100034,0,,oracle_signature,true,17.309968,12.989968,144,0,0,0,1,
0.00,35,100035,0,,blind_repair,true,16.507420,12.487420,134,0,0,0,1,
0.00,35,100035,0,,family_repair,true,16.507420,12.487420,134,0,0,0,1,
0.00,35,100035,0,,edge_verifier,true,133.507420,12.487420,134,650,0,0,1,
0.00,35,100035,0,,acs,true,20.907420,12.487420,134,0,8,0,1,
0.00,35,100035,0,,oracle_signature,true,16.507420,12.487420,134,0,0,0,1,
0.00,36,100036,0,,blind_repair,true,16.659265,12.669265,133,0,0,0,1,
0.00,36,100036,0,,family_repair,true,16.659265,12.669265,133,0,0,0,1,
0.00,36,100036,0,,edge_verifier,true,128.259265,12.669265,133,620,0,0,1,
0.00,36,100036,0,,acs,true,21.059265,12.669265,133,0,8,0,1,
0.00,36,100036,0,,oracle_signature,true,16.659265,12.669265,133,0,0,0,1,
0.00,37,100037,0,,blind_repair,true,15.305060,11.345060,132,0,0,0,1,
0.00,37,100037,0,,family_repair,true,15.305060,11.345060,132,0,0,0,1,
0.00,37,100037,0,,edge_verifier,true,129.605060,11.345060,132,635,0,0,1,
0.00,37,100037,0,,acs,true,19.705060,11.345060,132,0,8,0,1,
0.00,37,100037,0,,oracle_signature,true,15.305060,11.345060,132,0,0,0,1,
0.00,38,100038,0,,blind_repair,true,14.270243,10.310243,132,0,0,0,1,
0.00,38,100038,0,,family_repair,true,14.270243,10.310243,132,0,0,0,1,
0.00,38,100038,0,,edge_verifier,true,127.670243,10.310243,132,630,0,0,1,
0.00,38,100038,0,,acs,true,18.670243,10.310243,132,0,8,0,1,
0.00,38,100038,0,,oracle_signature,true,14.270243,10.310243,132,0,0,0,1,
0.00,39,100039,0,,blind_repair,true,14.326395,10.606395,124,0,0,0,1,
0.00,39,100039,0,,family_repair,true,14.326395,10.606395,124,0,0,0,1,
0.00,39,100039,0,,edge_verifier,true,124.126395,10.606395,124,610,0,0,1,
0.00,39,100039,0,,acs,true,18.726395,10.606395,124,0,8,0,1,
0.00,39,100039,0,,oracle_signature,true,14.326395,10.606395,124,0,0,0,1,
0.00,40,100040,0,,blind_repair,true,17.249807,12.989807,142,0,0,0,1,
0.00,40,100040,0,,family_repair,true,17.249807,12.989807,142,0,0,0,1,
0.00,40,100040,0,,edge_verifier,true,129.749807,12.989807,142,625,0,0,1,
0.00,40,100040,0,,acs,true,21.649807,12.989807,142,0,8,0,1,
0.00,40,100040,0,,oracle_signature,true,17.249807,12.989807,142,0,0,0,1,
0.00,41,100041,0,,blind_repair,true,17.665641,13.315641,145,0,0,0,1,
0.00,41,100041,0,,family_repair,true,17.665641,13.315641,145,0,0,0,1,
0.00,41,100041,0,,edge_verifier,true,132.865641,13.315641,145,640,0,0,1,
0.00,41,100041,0,,acs,true,22.065641,13.315641,145,0,8,0,1,
0.00,41,100041,0,,oracle_signature,true,17.665641,13.315641,145,0,0,0,1,
0.00,42,100042,0,,blind_repair,true,14.658659,10.848659,127,0,0,0,1,
0.00,42,100042,0,,family_repair,true,14.658659,10.848659,127,0,0,0,1,
0.00,42,100042,0,,edge_verifier,true,123.558659,10.848659,127,605,0,0,1,
0.00,42,100042,0,,acs,true,19.058659,10.848659,127,0,8,0,1,
0.00,42,100042,0,,oracle_signature,true,14.658659,10.848659,127,0,0,0,1,
0.00,43,100043,0,,blind_repair,true,16.825488,12.805488,134,0,0,0,1,
0.00,43,100043,0,,family_repair,true,16.825488,12.805488,134,0,0,0,1,
0.00,43,100043,0,,edge_verifier,true,128.425488,12.805488,134,620,0,0,1,
0.00,43,100043,0,,acs,true,21.225488,12.805488,134,0,8,0,1,
0.00,43,100043,0,,oracle_signature,true,16.825488,12.805488,134,0,0,0,1,
0.00,44,100044,0,,blind_repair,true,16.829813,12.689813,138,0,0,0,1,
0.00,44,100044,0,,family_repair,true,16.829813,12.689813,138,0,0,0,1,
0.00,44,100044,0,,edge_verifier,true,127.529813,12.689813,138,615,0,0,1,
0.00,44,100044,0,,acs,true,21.229813,12.689813,138,0,8,0,1,
0.00,44,100044,0,,oracle_signature,true,16.829813,12.689813,138,0,0,0,1,
0.00,45,100045,0,,blind_repair,true,15.514331,11.554331,132,0,0,0,1,
0.00,45,100045,0,,family_repair,true,15.514331,11.554331,132,0,0,0,1,
0.00,45,100045,0,,edge_verifier,true,128.014331,11.554331,132,625,0,0,1,
0.00,45,100045,0,,acs,true,19.914331,11.554331,132,0,8,0,1,
0.00,45,100045,0,,oracle_signature,true,15.514331,11.554331,132,0,0,0,1,
0.00,46,100046,0,,blind_repair,true,14.495826,10.685826,127,0,0,0,1,
0.00,46,100046,0,,family_repair,true,14.495826,10.685826,127,0,0,0,1,
0.00,46,100046,0,,edge_verifier,true,126.995826,10.685826,127,625,0,0,1,
0.00,46,100046,0,,acs,true,18.895826,10.685826,127,0,8,0,1,
0.00,46,100046,0,,oracle_signature,true,14.495826,10.685826,127,0,0,0,1,
0.00,47,100047,0,,blind_repair,true,15.746041,11.516041,141,0,0,0,1,
0.00,47,100047,0,,family_repair,true,15.746041,11.516041,141,0,0,0,1,
0.00,47,100047,0,,edge_verifier,true,127.346041,11.516041,141,620,0,0,1,
0.00,47,100047,0,,acs,true,20.146041,11.516041,141,0,8,0,1,
0.00,47,100047,0,,oracle_signature,true,15.746041,11.516041,141,0,0,0,1,
0.00,48,100048,0,,blind_repair,true,16.841722,12.851722,133,0,0,0,1,
0.00,48,100048,0,,family_repair,true,16.841722,12.851722,133,0,0,0,1,
0.00,48,100048,0,,edge_verifier,true,129.341722,12.851722,133,625,0,0,1,
0.00,48,100048,0,,acs,true,21.241722,12.851722,133,0,8,0,1,
0.00,48,100048,0,,oracle_signature,true,16.841722,12.851722,133,0,0,0,1,
0.00,49,100049,0,,blind_repair,true,15.575336,11.525336,135,0,0,0,1,
0.00,49,100049,0,,family_repair,true,15.575336,11.525336,135,0,0,0,1,
0.00,49,100049,0,,edge_verifier,true,128.075336,11.525336,135,625,0,0,1,
0.00,49,100049,0,,acs,true,19.975336,11.525336,135,0,8,0,1,
0.00,49,100049,0,,oracle_signature,true,15.575336,11.525336,135,0,0,0,1,
0.00,50,100050,0,,blind_repair,true,17.605588,13.405588,140,0,0,0,1,
0.00,50,100050,0,,family_repair,true,17.605588,13.405588,140,0,0,0,1,
0.00,50,100050,0,,edge_verifier,true,131.005588,13.405588,140,630,0,0,1,
0.00,50,100050,0,,acs,true,22.005588,13.405588,140,0,8,0,1,
0.00,50,100050,0,,oracle_signature,true,17.605588,13.405588,140,0,0,0,1,
0.00,51,100051,0,,blind_repair,true,15.529187,11.689187,128,0,0,0,1,
0.00,51,100051,0,,family_repair,true,15.529187,11.689187,128,0,0,0,1,
0.00,51,100051,0,,edge_verifier,true,128.029187,11.689187,128,625,0,0,1,
0.00,51,100051,0,,acs,true,19.929187,11.689187,128,0,8,0,1,
0.00,51,100051,0,,oracle_signature,true,15.529187,11.689187,128,0,0,0,1,
0.00,52,100052,0,,blind_repair,true,17.169866,12.999866,139,0,0,0,1,
0.00,52,100052,0,,family_repair,true,17.169866,12.999866,139,0,0,0,1,
0.00,52,100052,0,,edge_verifier,true,126.069866,12.999866,139,605,0,0,1,
0.00,52,100052,0,,acs,true,21.569866,12.999866,139,0,8,0,1,
0.00,52,100052,0,,oracle_signature,true,17.169866,12.999866,139,0,0,0,1,
0.00,53,100053,0,,blind_repair,true,15.070095,10.990095,136,0,0,0,1,
0.00,53,100053,0,,family_repair,true,15.070095,10.990095,136,0,0,0,1,
0.00,53,100053,0,,edge_verifier,true,131.170095,10.990095,136,645,0,0,1,
0.00,53,100053,0,,acs,true,19.470095,10.990095,136,0,8,0,1,
0.00,53,100053,0,,oracle_signature,true,15.070095,10.990095,136,0,0,0,1,
0.00,54,100054,0,,blind_repair,true,16.916123,13.016123,130,0,0,0,1,
0.00,54,100054,0,,family_repair,true,16.916123,13.016123,130,0,0,0,1,
0.00,54,100054,0,,edge_verifier,true,127.616123,13.016123,130,615,0,0,1,
0.00,54,100054,0,,acs,true,21.316123,13.016123,130,0,8,0,1,
0.00,54,100054,0,,oracle_signature,true,16.916123,13.016123,130,0,0,0,1,
0.00,55,100055,0,,blind_repair,true,16.055444,11.855444,140,0,0,0,1,
0.00,55,100055,0,,family_repair,true,16.055444,11.855444,140,0,0,0,1,
0.00,55,100055,0,,edge_verifier,true,129.455444,11.855444,140,630,0,0,1,
0.00,55,100055,0,,acs,true,20.455444,11.855444,140,0,8,0,1,
0.00,55,100055,0,,oracle_signature,true,16.055444,11.855444,140,0,0,0,1,
0.00,56,100056,0,,blind_repair,true,17.616494,13.236494,146,0,0,0,1,
0.00,56,100056,0,,family_repair,true,17.616494,13.236494,146,0,0,0,1,
0.00,56,100056,0,,edge_verifier,true,133.716494,13.236494,146,645,0,0,1,
0.00,56,100056,0,,acs,true,22.016494,13.236494,146,0,8,0,1,
0.00,56,100056,0,,oracle_signature,true,17.616494,13.236494,146,0,0,0,1,
0.00,57,100057,0,,blind_repair,true,16.108900,11.998900,137,0,0,0,1,
0.00,57,100057,0,,family_repair,true,16.108900,11.998900,137,0,0,0,1,
0.00,57,100057,0,,edge_verifier,true,129.508900,11.998900,137,630,0,0,1,
0.00,57,100057,0,,acs,true,20.508900,11.998900,137,0,8,0,1,
0.00,57,100057,0,,oracle_signature,true,16.108900,11.998900,137,0,0,0,1,
0.00,58,100058,0,,blind_repair,true,15.541234,11.371234,139,0,0,0,1,
0.00,58,100058,0,,family_repair,true,15.541234,11.371234,139,0,0,0,1,
0.00,58,100058,0,,edge_verifier,true,128.941234,11.371234,139,630,0,0,1,
0.00,58,100058,0,,acs,true,19.941234,11.371234,139,0,8,0,1,
0.00,58,100058,0,,oracle_signature,true,15.541234,11.371234,139,0,0,0,1,
0.00,59,100059,0,,blind_repair,true,13.213555,9.613555,120,0,0,0,1,
0.00,59,100059,0,,family_repair,true,13.213555,9.613555,120,0,0,0,1,
0.00,59,100059,0,,edge_verifier,true,118.513555,9.613555,120,585,0,0,1,
0.00,59,100059,0,,acs,true,17.613555,9.613555,120,0,8,0,1,
0.00,59,100059,0,,oracle_signature,true,13.213555,9.613555,120,0,0,0,1,
0.00,60,100060,0,,blind_repair,true,15.603233,11.733233,129,0,0,0,1,
0.00,60,100060,0,,family_repair,true,15.603233,11.733233,129,0,0,0,1,
0.00,60,100060,0,,edge_verifier,true,125.403233,11.733233,129,610,0,0,1,
0.00,60,100060,0,,acs,true,20.003233,11.733233,129,0,8,0,1,
0.00,60,100060,0,,oracle_signature,true,15.603233,11.733233,129,0,0,0,1,
0.00,61,100061,0,,blind_repair,true,14.907992,11.127992,126,0,0,0,1,
0.00,61,100061,0,,family_repair,true,14.907992,11.127992,126,0,0,0,1,
0.00,61,100061,0,,edge_verifier,true,125.607992,11.127992,126,615,0,0,1,
0.00,61,100061,0,,acs,true,19.307992,11.127992,126,0,8,0,1,
0.00,61,100061,0,,oracle_signature,true,14.907992,11.127992,126,0,0,0,1,
0.00,62,100062,0,,blind_repair,true,15.344731,11.444731,130,0,0,0,1,
0.00,62,100062,0,,family_repair,true,15.344731,11.444731,130,0,0,0,1,
0.00,62,100062,0,,edge_verifier,true,127.844731,11.444731,130,625,0,0,1,
0.00,62,100062,0,,acs,true,19.744731,11.444731,130,0,8,0,1,
0.00,62,100062,0,,oracle_signature,true,15.344731,11.444731,130,0,0,0,1,
0.00,63,100063,0,,blind_repair,true,14.400817,10.500817,130,0,0,0,1,
0.00,63,100063,0,,family_repair,true,14.400817,10.500817,130,0,0,0,1,
0.00,63,100063,0,,edge_verifier,true,126.000817,10.500817,130,620,0,0,1,
0.00,63,100063,0,,acs,true,18.800817,10.500817,130,0,8,0,1,
0.00,63,100063,0,,oracle_signature,true,14.400817,10.500817,130,0,0,0,1,
0.00,64,100064,0,,blind_repair,true,16.411220,12.241220,139,0,0,0,1,
0.00,64,100064,0,,family_repair,true,16.411220,12.241220,139,0,0,0,1,
0.00,64,100064,0,,edge_verifier,true,129.811220,12.241220,139,630,0,0,1,
0.00,64,100064,0,,acs,true,20.811220,12.241220,139,0,8,0,1,
0.00,64,100064,0,,oracle_signature,true,16.411220,12.241220,139,0,0,0,1,
0.00,65,100065,0,,blind_repair,true,15.403994,11.923994,116,0,0,0,1,
0.00,65,100065,0,,family_repair,true,15.403994,11.923994,116,0,0,0,1,
0.00,65,100065,0,,edge_verifier,true,118.903994,11.923994,116,575,0,0,1,
0.00,65,100065,0,,acs,true,19.803994,11.923994,116,0,8,0,1,
0.00,65,100065,0,,oracle_signature,true,15.403994,11.923994,116,0,0,0,1,
0.00,66,100066,0,,blind_repair,true,15.590607,11.450607,138,0,0,0,1,
0.00,66,100066,0,,family_repair,true,15.590607,11.450607,138,0,0,0,1,
0.00,66,100066,0,,edge_verifier,true,128.990607,11.450607,138,630,0,0,1,
0.00,66,100066,0,,acs,true,19.990607,11.450607,138,0,8,0,1,
0.00,66,100066,0,,oracle_signature,true,15.590607,11.450607,138,0,0,0,1,
0.00,67,100067,0,,blind_repair,true,18.857647,14.447647,147,0,0,0,1,
0.00,67,100067,0,,family_repair,true,18.857647,14.447647,147,0,0,0,1,
0.00,67,100067,0,,edge_verifier,true,134.957647,14.447647,147,645,0,0,1,
0.00,67,100067,0,,acs,true,23.257647,14.447647,147,0,8,0,1,
0.00,67,100067,0,,oracle_signature,true,18.857647,14.447647,147,0,0,0,1,
0.00,68,100068,0,,blind_repair,true,16.699071,12.589071,137,0,0,0,1,
