active_probability,trial,seed,active_family_count,active_families,method,success,total_cost,path_cost,expansions,edge_checks,probes,invalid_executions,attempts,discovered
0.10,3,200003,0,,blind_repair,true,17.577160,13.587160,133,0,0,0,1,
0.10,3,200003,0,,family_repair,true,17.577160,13.587160,133,0,0,0,1,
0.10,3,200003,0,,edge_verifier,true,131.877160,13.587160,133,635,0,0,1,
0.10,3,200003,0,,acs,true,21.977160,13.587160,133,0,8,0,1,
0.10,3,200003,0,,oracle_signature,true,17.577160,13.587160,133,0,0,0,1,
0.10,4,200004,2,narrow_passage|payload_limit,blind_repair,true,419.097945,13.857945,2708,0,0,18,19,
0.10,4,200004,2,narrow_passage|payload_limit,family_repair,true,62.037945,13.857945,406,0,0,2,3,narrow_passage|payload_limit
0.10,4,200004,2,narrow_passage|payload_limit,edge_verifier,true,121.137945,13.857945,126,575,0,0,1,
0.10,4,200004,2,narrow_passage|payload_limit,acs,true,22.037945,13.857945,126,0,8,0,1,narrow_passage|payload_limit
0.10,4,200004,2,narrow_passage|payload_limit,oracle_signature,true,17.637945,13.857945,126,0,0,0,1,narrow_passage|payload_limit
0.10,5,200005,0,,blind_repair,true,17.052903,12.972903,136,0,0,0,1,
0.10,5,200005,0,,family_repair,true,17.052903,12.972903,136,0,0,0,1,
0.10,5,200005,0,,edge_verifier,true,127.752903,12.972903,136,615,0,0,1,
0.10,5,200005,0,,acs,true,21.452903,12.972903,136,0,8,0,1,
0.10,5,200005,0,,oracle_signature,true,17.052903,12.972903,136,0,0,0,1,
0.10,6,200006,1,thermal_contact,blind_repair,true,16.612532,12.592532,134,0,0,0,1,
0.10,6,200006,1,thermal_contact,family_repair,true,16.612532,12.592532,134,0,0,0,1,
0.10,6,200006,1,thermal_contact,edge_verifier,true,124.462532,12.592532,129,600,0,0,1,
0.10,6,200006,1,thermal_contact,acs,true,20.862532,12.592532,129,0,8,0,1,thermal_contact
0.10,6,200006,1,thermal_contact,oracle_signature,true,16.462532,12.592532,129,0,0,0,1,thermal_contact
0.10,7,200007,0,,blind_repair,true,14.089710,10.159710,131,0,0,0,1,
0.10,7,200007,0,,family_repair,true,14.089710,10.159710,131,0,0,0,1,
0.10,7,200007,0,,edge_verifier,true,127.489710,10.159710,131,630,0,0,1,
0.10,7,200007,0,,acs,true,18.489710,10.159710,131,0,8,0,1,
0.10,7,200007,0,,oracle_signature,true,14.089710,10.159710,131,0,0,0,1,
0.10,8,200008,4,fragile_payload|human_exclusion|low_light_perception|wet_floor,blind_repair,true,634.722761,15.342761,3846,0,0,28,29,
0.10,8,200008,4,fragile_payload|human_exclusion|low_light_perception|wet_floor,family_repair,true,84.252761,15.342761,497,0,0,3,4,human_exclusion|low_light_perception|wet_floor
0.10,8,200008,4,fragile_payload|human_exclusion|low_light_perception|wet_floor,edge_verifier,true,93.582761,15.342761,88,420,0,0,1,
0.10,8,200008,4,fragile_payload|human_exclusion|low_light_perception|wet_floor,acs,true,22.382761,15.342761,88,0,8,0,1,fragile_payload|human_exclusion|low_light_perception|wet_floor
0.10,8,200008,4,fragile_payload|human_exclusion|low_light_perception|wet_floor,oracle_signature,true,17.982761,15.342761,88,0,0,0,1,fragile_payload|human_exclusion|low_light_perception|wet_floor
0.10,9,200009,0,,blind_repair,true,16.353706,12.393706,132,0,0,0,1,
0.10,9,200009,0,,family_repair,true,16.353706,12.393706,132,0,0,0,1,
0.10,9,200009,0,,edge_verifier,true,131.553706,12.393706,132,640,0,0,1,
0.10,9,200009,0,,acs,true,20.753706,12.393706,132,0,8,0,1,
0.10,9,200009,0,,oracle_signature,true,16.353706,12.393706,132,0,0,0,1,
0.10,10,200010,2,sealed_container|wet_floor,blind_repair,true,80.385096,12.225096,472,0,0,3,4,
0.10,10,200010,2,sealed_container|wet_floor,family_repair,true,58.395096,12.225096,339,0,0,2,3,sealed_container|wet_floor
0.10,10,200010,2,sealed_container|wet_floor,edge_verifier,true,111.765096,12.225096,108,535,0,0,1,
0.10,10,200010,2,sealed_container|wet_floor,acs,true,19.865096,12.225096,108,0,8,0,1,sealed_container|wet_floor
0.10,10,200010,2,sealed_container|wet_floor,oracle_signature,true,15.465096,12.225096,108,0,0,0,1,sealed_container|wet_floor
0.10,11,200011,0,,blind_repair,true,15.552829,11.982829,119,0,0,0,1,
0.10,11,200011,0,,family_repair,true,15.552829,11.982829,119,0,0,0,1,
0.10,11,200011,0,,edge_verifier,true,121.752829,11.982829,119,590,0,0,1,
0.10,11,200011,0,,acs,true,19.952829,11.982829,119,0,8,0,1,
0.10,11,200011,0,,oracle_signature,true,15.552829,11.982829,119,0,0,0,1,
0.10,12,200012,1,sealed_container,blind_repair,true,86.952750,16.332750,554,0,0,3,4,
0.10,12,200012,1,sealed_container,family_repair,true,42.342750,16.332750,267,0,0,1,2,sealed_container
0.10,12,200012,1,sealed_container,edge_verifier,true,127.212750,16.332750,126,595,0,0,1,
0.10,12,200012,1,sealed_container,acs,true,24.512750,16.332750,126,0,8,0,1,sealed_container
0.10,12,200012,1,sealed_container,oracle_signature,true,20.112750,16.332750,126,0,0,0,1,sealed_container
0.10,13,200013,2,payload_limit|thermal_contact,blind_repair,true,84.697561,13.987561,557,0,0,3,4,
0.10,13,200013,2,payload_limit|thermal_contact,family_repair,true,40.327561,13.987561,278,0,0,1,2,payload_limit
0.10,13,200013,2,payload_limit|thermal_contact,edge_verifier,true,125.017561,13.987561,131,595,0,0,1,
0.10,13,200013,2,payload_limit|thermal_contact,acs,true,22.317561,13.987561,131,0,8,0,1,payload_limit|thermal_contact
0.10,13,200013,2,payload_limit|thermal_contact,oracle_signature,true,17.917561,13.987561,131,0,0,0,1,payload_limit|thermal_contact
0.10,14,200014,1,fragile_payload,blind_repair,true,60.129165,12.249165,396,0,0,2,3,
0.10,14,200014,1,fragile_payload,family_repair,true,37.929165,12.249165,256,0,0,1,2,fragile_payload
0.10,14,200014,1,fragile_payload,edge_verifier,true,122.229165,12.249165,126,590,0,0,1,
0.10,14,200014,1,fragile_payload,acs,true,20.429165,12.249165,126,0,8,0,1,fragile_payload
0.10,14,200014,1,fragile_payload,oracle_signature,true,16.029165,12.249165,126,0,0,0,1,fragile_payload
0.10,15,200015,0,,blind_repair,true,17.539462,13.249462,143,0,0,0,1,
0.10,15,200015,0,,family_repair,true,17.539462,13.249462,143,0,0,0,1,
0.10,15,200015,0,,edge_verifier,true,130.039462,13.249462,143,625,0,0,1,
0.10,15,200015,0,,acs,true,21.939462,13.249462,143,0,8,0,1,
0.10,15,200015,0,,oracle_signature,true,17.539462,13.249462,143,0,0,0,1,
0.10,16,200016,1,narrow_passage,blind_repair,true,60.099036,13.089036,367,0,0,2,3,
0.10,16,200016,1,narrow_passage,family_repair,true,38.319036,13.089036,241,0,0,1,2,narrow_passage
0.10,16,200016,1,narrow_passage,edge_verifier,true,121.029036,13.089036,118,580,0,0,1,
0.10,16,200016,1,narrow_passage,acs,true,21.029036,13.089036,118,0,8,0,1,narrow_passage
0.10,16,200016,1,narrow_passage,oracle_signature,true,16.629036,13.089036,118,0,0,0,1,narrow_passage
0.10,17,200017,0,,blind_repair,true,15.185250,11.405250,126,0,0,0,1,
0.10,17,200017,0,,family_repair,true,15.185250,11.405250,126,0,0,0,1,
0.10,17,200017,0,,edge_verifier,true,124.985250,11.405250,126,610,0,0,1,
0.10,17,200017,0,,acs,true,19.585250,11.405250,126,0,8,0,1,
0.10,17,200017,0,,oracle_signature,true,15.185250,11.405250,126,0,0,0,1,
0.10,18,200018,0,,blind_repair,true,15.322704,11.422704,130,0,0,0,1,
0.10,18,200018,0,,family_repair,true,15.322704,11.422704,130,0,0,0,1,
0.10,18,200018,0,,edge_verifier,true,128.722704,11.422704,130,630,0,0,1,
0.10,18,200018,0,,acs,true,19.722704,11.422704,130,0,8,0,1,
0.10,18,200018,0,,oracle_signature,true,15.322704,11.422704,130,0,0,0,1,
0.10,19,200019,0,,blind_repair,true,15.905407,11.675407,141,0,0,0,1,
0.10,19,200019,0,,family_repair,true,15.905407,11.675407,141,0,0,0,1,
0.10,19,200019,0,,edge_verifier,true,129.305407,11.675407,141,630,0,0,1,
0.10,19,200019,0,,acs,true,20.305407,11.675407,141,0,8,0,1,
0.10,19,200019,0,,oracle_signature,true,15.905407,11.675407,141,0,0,0,1,
0.10,20,200020,1,human_exclusion,blind_repair,true,60.131184,11.921184,407,0,0,2,3,
0.10,20,200020,1,human_exclusion,family_repair,true,37.901184,11.921184,266,0,0,1,2,human_exclusion
0.10,20,200020,1,human_exclusion,edge_verifier,true,129.341184,11.921184,134,630,0,0,1,
0.10,20,200020,1,human_exclusion,acs,true,20.341184,11.921184,134,0,8,0,1,human_exclusion
0.10,20,200020,1,human_exclusion,oracle_signature,true,15.941184,11.921184,134,0,0,0,1,human_exclusion
0.10,21,200021,0,,blind_repair,true,15.526733,11.566733,132,0,0,0,1,
0.10,21,200021,0,,family_repair,true,15.526733,11.566733,132,0,0,0,1,
0.10,21,200021,0,,edge_verifier,true,129.826733,11.566733,132,635,0,0,1,
0.10,21,200021,0,,acs,true,19.926733,11.566733,132,0,8,0,1,
0.10,21,200021,0,,oracle_signature,true,15.526733,11.566733,132,0,0,0,1,
0.10,22,200022,0,,blind_repair,true,16.783103,12.433103,145,0,0,0,1,
0.10,22,200022,0,,family_repair,true,16.783103,12.433103,145,0,0,0,1,
0.10,22,200022,0,,edge_verifier,true,131.083103,12.433103,145,635,0,0,1,
0.10,22,200022,0,,acs,true,21.183103,12.433103,145,0,8,0,1,
0.10,22,200022,0,,oracle_signature,true,16.783103,12.433103,145,0,0,0,1,
0.10,23,200023,1,low_light_perception,blind_repair,true,16.504487,12.214487,143,0,0,0,1,
0.10,23,200023,1,low_light_perception,family_repair,true,16.504487,12.214487,143,0,0,0,1,
0.10,23,200023,1,low_light_perception,edge_verifier,true,128.824487,12.214487,137,625,0,0,1,
0.10,23,200023,1,low_light_perception,acs,true,20.724487,12.214487,137,0,8,0,1,low_light_perception
0.10,23,200023,1,low_light_perception,oracle_signature,true,16.324487,12.214487,137,0,0,0,1,low_light_perception
0.10,24,200024,1,fragile_payload,blind_repair,true,43.767233,17.007233,292,0,0,1,2,
0.10,24,200024,1,fragile_payload,family_repair,true,43.707233,17.007233,290,0,0,1,2,fragile_payload
0.10,24,200024,1,fragile_payload,edge_verifier,true,134.727233,17.007233,144,630,0,0,1,
0.10,24,200024,1,fragile_payload,acs,true,25.727233,17.007233,144,0,8,0,1,fragile_payload
0.10,24,200024,1,fragile_payload,oracle_signature,true,21.327233,17.007233,144,0,0,0,1,fragile_payload
0.10,25,200025,1,human_exclusion,blind_repair,true,15.643435,11.593435,135,0,0,0,1,
0.10,25,200025,1,human_exclusion,family_repair,true,15.643435,11.593435,135,0,0,0,1,
0.10,25,200025,1,human_exclusion,edge_verifier,true,127.093435,11.593435,130,620,0,0,1,
0.10,25,200025,1,human_exclusion,acs,true,19.893435,11.593435,130,0,8,0,1,human_exclusion
0.10,25,200025,1,human_exclusion,oracle_signature,true,15.493435,11.593435,130,0,0,0,1,human_exclusion
0.10,26,200026,0,,blind_repair,true,14.126128,10.316128,127,0,0,0,1,
0.10,26,200026,0,,family_repair,true,14.126128,10.316128,127,0,0,0,1,
0.10,26,200026,0,,edge_verifier,true,124.826128,10.316128,127,615,0,0,1,
0.10,26,200026,0,,acs,true,18.526128,10.316128,127,0,8,0,1,
0.10,26,200026,0,,oracle_signature,true,14.126128,10.316128,127,0,0,0,1,
0.10,27,200027,1,payload_limit,blind_repair,true,172.231374,13.321374,1097,0,0,7,8,
0.10,27,200027,1,payload_limit,family_repair,true,39.241374,13.321374,264,0,0,1,2,payload_limit
0.10,27,200027,1,payload_limit,edge_verifier,true,126.211374,13.321374,133,605,0,0,1,
0.10,27,200027,1,payload_limit,acs,true,21.711374,13.321374,133,0,8,0,1,payload_limit
0.10,27,200027,1,payload_limit,oracle_signature,true,17.311374,13.321374,133,0,0,0,1,payload_limit
0.10,28,200028,0,,blind_repair,true,17.684889,13.394889,143,0,0,0,1,
0.10,28,200028,0,,family_repair,true,17.684889,13.394889,143,0,0,0,1,
0.10,28,200028,0,,edge_verifier,true,131.084889,13.394889,143,630,0,0,1,
0.10,28,200028,0,,acs,true,22.084889,13.394889,143,0,8,0,1,
0.10,28,200028,0,,oracle_signature,true,17.684889,13.394889,143,0,0,0,1,
0.10,29,200029,0,,blind_repair,true,15.170341,11.030341,138,0,0,0,1,
0.10,29,200029,0,,family_repair,true,15.170341,11.030341,138,0,0,0,1,
0.10,29,200029,0,,edge_verifier,true,129.470341,11.030341,138,635,0,0,1,
0.10,29,200029,0,,acs,true,19.570341,11.030341,138,0,8,0,1,
0.10,29,200029,0,,oracle_signature,true,15.170341,11.030341,138,0,0,0,1,
0.10,30,200030,0,,blind_repair,true,17.551902,13.141902,147,0,0,0,1,
0.10,30,200030,0,,family_repair,true,17.551902,13.141902,147,0,0,0,1,
0.10,30,200030,0,,edge_verifier,true,133.651902,13.141902,147,645,0,0,1,
0.10,30,200030,0,,acs,true,21.951902,13.141902,147,0,8,0,1,
0.10,30,200030,0,,oracle_signature,true,17.551902,13.141902,147,0,0,0,1,
0.10,31,200031,0,,blind_repair,true,15.048404,10.998404,135,0,0,0,1,
0.10,31,200031,0,,family_repair,true,15.048404,10.998404,135,0,0,0,1,
0.10,31,200031,0,,edge_verifier,true,127.548404,10.998404,135,625,0,0,1,
0.10,31,200031,0,,acs,true,19.448404,10.998404,135,0,8,0,1,
0.10,31,200031,0,,oracle_signature,true,15.048404,10.998404,135,0,0,0,1,
0.10,32,200032,1,thermal_contact,blind_repair,true,60.263719,12.323719,398,0,0,2,3,
0.10,32,200032,1,thermal_contact,family_repair,true,38.003719,12.323719,256,0,0,1,2,thermal_contact
0.10,32,200032,1,thermal_contact,edge_verifier,true,123.143719,12.323719,124,595,0,0,1,
0.10,32,200032,1,thermal_contact,acs,true,20.443719,12.323719,124,0,8,0,1,thermal_contact
0.10,32,200032,1,thermal_contact,oracle_signature,true,16.043719,12.323719,124,0,0,0,1,thermal_contact
0.10,33,200033,1,sealed_container,blind_repair,true,82.946977,13.346977,520,0,0,3,4,
0.10,33,200033,1,sealed_container,family_repair,true,39.026977,13.346977,256,0,0,1,2,sealed_container
0.10,33,200033,1,sealed_container,edge_verifier,true,121.586977,13.346977,128,580,0,0,1,
0.10,33,200033,1,sealed_container,acs,true,21.586977,13.346977,128,0,8,0,1,sealed_container
0.10,33,200033,1,sealed_container,oracle_signature,true,17.186977,13.346977,128,0,0,0,1,sealed_container
0.10,34,200034,0,,blind_repair,true,13.495104,9.955104,118,0,0,0,1,
0.10,34,200034,0,,family_repair,true,13.495104,9.955104,118,0,0,0,1,
0.10,34,200034,0,,edge_verifier,true,118.795104,9.955104,118,585,0,0,1,
0.10,34,200034,0,,acs,true,17.895104,9.955104,118,0,8,0,1,
0.10,34,200034,0,,oracle_signature,true,13.495104,9.955104,118,0,0,0,1,
0.10,35,200035,0,,blind_repair,true,16.479456,12.519456,132,0,0,0,1,
0.10,35,200035,0,,family_repair,true,16.479456,12.519456,132,0,0,0,1,
0.10,35,200035,0,,edge_verifier,true,126.279456,12.519456,132,610,0,0,1,
0.10,35,200035,0,,acs,true,20.879456,12.519456,132,0,8,0,1,
0.10,35,200035,0,,oracle_signature,true,16.479456,12.519456,132,0,0,0,1,
0.10,36,200036,1,payload_limit,blind_repair,true,16.302274,12.162274,138,0,0,0,1,
0.10,36,200036,1,payload_limit,family_repair,true,16.302274,12.162274,138,0,0,0,1,
0.10,36,200036,1,payload_limit,edge_verifier,true,124.992274,12.162274,131,605,0,0,1,
0.10,36,200036,1,payload_limit,acs,true,20.492274,12.162274,131,0,8,0,1,payload_limit
0.10,36,200036,1,payload_limit,oracle_signature,true,16.092274,12.162274,131,0,0,0,1,payload_limit
0.10,37,200037,1,low_light_perception,blind_repair,true,39.636524,12.996524,288,0,0,1,2,
0.10,37,200037,1,low_light_perception,family_repair,true,39.576524,12.996524,286,0,0,1,2,low_light_perception
0.10,37,200037,1,low_light_perception,edge_verifier,true,133.356524,12.996524,142,645,0,0,1,
0.10,37,200037,1,low_light_perception,acs,true,21.656524,12.996524,142,0,8,0,1,low_light_perception
0.10,37,200037,1,low_light_perception,oracle_signature,true,17.256524,12.996524,142,0,0,0,1,low_light_perception
0.10,38,200038,0,,blind_repair,true,15.909075,11.799075,137,0,0,0,1,
0.10,38,200038,0,,family_repair,true,15.909075,11.799075,137,0,0,0,1,
0.10,38,200038,0,,edge_verifier,true,131.109075,11.799075,137,640,0,0,1,
0.10,38,200038,0,,acs,true,20.309075,11.799075,137,0,8,0,1,
0.10,38,200038,0,,oracle_signature,true,15.909075,11.799075,137,0,0,0,1,
0.10,39,200039,0,,blind_repair,true,14.806850,10.906850,130,0,0,0,1,
0.10,39,200039,0,,family_repair,true,14.806850,10.906850,130,0,0,0,1,
0.10,39,200039,0,,edge_verifier,true,124.606850,10.906850,130,610,0,0,1,
0.10,39,200039,0,,acs,true,19.206850,10.906850,130,0,8,0,1,
0.10,39,200039,0,,oracle_signature,true,14.806850,10.906850,130,0,0,0,1,
0.10,40,200040,0,,blind_repair,true,17.149565,13.009565,138,0,0,0,1,
0.10,40,200040,0,,family_repair,true,17.149565,13.009565,138,0,0,0,1,
0.10,40,200040,0,,edge_verifier,true,130.549565,13.009565,138,630,0,0,1,
0.10,40,200040,0,,acs,true,21.549565,13.009565,138,0,8,0,1,
0.10,40,200040,0,,oracle_signature,true,17.149565,13.009565,138,0,0,0,1,
0.10,41,200041,2,payload_limit|wet_floor,blind_repair,true,127.351689,13.081689,809,0,0,5,6,
0.10,41,200041,2,payload_limit|wet_floor,family_repair,true,60.301689,13.081689,374,0,0,2,3,payload_limit|wet_floor
0.10,41,200041,2,payload_limit|wet_floor,edge_verifier,true,119.281689,13.081689,120,570,0,0,1,
0.10,41,200041,2,payload_limit|wet_floor,acs,true,21.081689,13.081689,120,0,8,0,1,payload_limit|wet_floor
0.10,41,200041,2,payload_limit|wet_floor,oracle_signature,true,16.681689,13.081689,120,0,0,0,1,payload_limit|wet_floor
0.10,42,200042,0,,blind_repair,true,15.592155,11.692155,130,0,0,0,1,
0.10,42,200042,0,,family_repair,true,15.592155,11.692155,130,0,0,0,1,
0.10,42,200042,0,,edge_verifier,true,126.292155,11.692155,130,615,0,0,1,
0.10,42,200042,0,,acs,true,19.992155,11.692155,130,0,8,0,1,
0.10,42,200042,0,,oracle_signature,true,15.592155,11.692155,130,0,0,0,1,
0.10,43,200043,1,payload_limit,blind_repair,true,15.364728,11.734728,121,0,0,0,1,
0.10,43,200043,1,payload_limit,family_repair,true,15.364728,11.734728,121,0,0,0,1,
0.10,43,200043,1,payload_limit,edge_verifier,true,113.224728,11.734728,113,545,0,0,1,
0.10,43,200043,1,payload_limit,acs,true,19.524728,11.734728,113,0,8,0,1,payload_limit
0.10,43,200043,1,payload_limit,oracle_signature,true,15.124728,11.734728,113,0,0,0,1,payload_limit
0.10,44,200044,0,,blind_repair,true,16.373945,12.053945,144,0,0,0,1,
0.10,44,200044,0,,family_repair,true,16.373945,12.053945,144,0,0,0,1,
0.10,44,200044,0,,edge_verifier,true,132.473945,12.053945,144,645,0,0,1,
0.10,44,200044,0,,acs,true,20.773945,12.053945,144,0,8,0,1,
0.10,44,200044,0,,oracle_signature,true,16.373945,12.053945,144,0,0,0,1,
0.10,45,200045,2,fragile_payload|sealed_container,blind_repair,true,109.772164,16.022164,725,0,0,4,5,
0.10,45,200045,2,fragile_payload|sealed_container,family_repair,true,65.012164,16.022164,433,0,0,2,3,fragile_payload|sealed_container
0.10,45,200045,2,fragile_payload|sealed_container,edge_verifier,true,132.812164,16.022164,143,625,0,0,1,
0.10,45,200045,2,fragile_payload|sealed_container,acs,true,24.712164,16.022164,143,0,8,0,1,fragile_payload|sealed_container
0.10,45,200045,2,fragile_payload|sealed_container,oracle_signature,true,20.312164,16.022164,143,0,0,0,1,fragile_payload|sealed_container
0.10,46,200046,0,,blind_repair,true,15.959612,11.999612,132,0,0,0,1,
0.10,46,200046,0,,family_repair,true,15.959612,11.999612,132,0,0,0,1,
0.10,46,200046,0,,edge_verifier,true,131.159612,11.999612,132,640,0,0,1,
0.10,46,200046,0,,acs,true,20.359612,11.999612,132,0,8,0,1,
0.10,46,200046,0,,oracle_signature,true,15.959612,11.999612,132,0,0,0,1,
0.10,47,200047,1,narrow_passage,blind_repair,true,39.144828,12.894828,275,0,0,1,2,
0.10,47,200047,1,narrow_passage,family_repair,true,38.934828,12.894828,268,0,0,1,2,narrow_passage
0.10,47,200047,1,narrow_passage,edge_verifier,true,126.624828,12.894828,131,610,0,0,1,
0.10,47,200047,1,narrow_passage,acs,true,21.224828,12.894828,131,0,8,0,1,narrow_passage
0.10,47,200047,1,narrow_passage,oracle_signature,true,16.824828,12.894828,131,0,0,0,1,narrow_passage
0.10,48,200048,0,,blind_repair,true,16.670128,12.380128,143,0,0,0,1,
0.10,48,200048,0,,family_repair,true,16.670128,12.380128,143,0,0,0,1,
0.10,48,200048,0,,edge_verifier,true,130.970128,12.380128,143,635,0,0,1,
0.10,48,200048,0,,acs,true,21.070128,12.380128,143,0,8,0,1,
0.10,48,200048,0,,oracle_signature,true,16.670128,12.380128,143,0,0,0,1,
0.10,49,200049,0,,blind_repair,true,17.029183,12.679183,145,0,0,0,1,
0.10,49,200049,0,,family_repair,true,17.029183,12.679183,145,0,0,0,1,
0.10,49,200049,0,,edge_verifier,true,133.129183,12.679183,145,645,0,0,1,
0.10,49,200049,0,,acs,true,21.429183,12.679183,145,0,8,0,1,
0.10,49,200049,0,,oracle_signature,true,17.029183,12.679183,145,0,0,0,1,
0.10,50,200050,1,low_light_perception,blind_repair,true,82.856055,12.386055,549,0,0,3,4,
0.10,50,200050,1,low_light_perception,family_repair,true,38.396055,12.386055,267,0,0,1,2,low_light_perception
0.10,50,200050,1,low_light_perception,edge_verifier,true,127.856055,12.386055,129,620,0,0,1,
0.10,50,200050,1,low_light_perception,acs,true,20.656055,12.386055,129,0,8,0,1,low_light_perception
0.10,50,200050,1,low_light_perception,oracle_signature,true,16.256055,12.386055,129,0,0,0,1,low_light_perception
0.10,51,200051,0,,blind_repair,true,15.963605,11.823605,138,0,0,0,1,
0.10,51,200051,0,,family_repair,true,15.963605,11.823605,138,0,0,0,1,
0.10,51,200051,0,,edge_verifier,true,129.363605,11.823605,138,630,0,0,1,
0.10,51,200051,0,,acs,true,20.363605,11.823605,138,0,8,0,1,
0.10,51,200051,0,,oracle_signature,true,15.963605,11.823605,138,0,0,0,1,
0.10,52,200052,0,,blind_repair,true,18.975507,14.625507,145,0,0,0,1,
0.10,52,200052,0,,family_repair,true,18.975507,14.625507,145,0,0,0,1,
0.10,52,200052,0,,edge_verifier,true,133.275507,14.625507,145,635,0,0,1,
0.10,52,200052,0,,acs,true,23.375507,14.625507,145,0,8,0,1,
0.10,52,200052,0,,oracle_signature,true,18.975507,14.625507,145,0,0,0,1,
0.10,53,200053,0,,blind_repair,true,16.125412,12.195412,131,0,0,0,1,
0.10,53,200053,0,,family_repair,true,16.125412,12.195412,131,0,0,0,1,
0.10,53,200053,0,,edge_verifier,true,126.825412,12.195412,131,615,0,0,1,
0.10,53,200053,0,,acs,true,20.525412,12.195412,131,0,8,0,1,
0.10,53,200053,0,,oracle_signature,true,16.125412,12.195412,131,0,0,0,1,
0.10,54,200054,2,human_exclusion|thermal_contact,blind_repair,true,150.943940,12.763940,1006,0,0,6,7,
0.10,54,200054,2,human_exclusion|thermal_contact,family_repair,true,61.273940,12.763940,417,0,0,2,3,human_exclusion|thermal_contact
0.10,54,200054,2,human_exclusion|thermal_contact,edge_verifier,true,123.883940,12.763940,134,595,0,0,1,
0.10,54,200054,2,human_exclusion|thermal_contact,acs,true,21.183940,12.763940,134,0,8,0,1,human_exclusion|thermal_contact
0.10,54,200054,2,human_exclusion|thermal_contact,oracle_signature,true,16.783940,12.763940,134,0,0,0,1,human_exclusion|thermal_contact
0.10,55,200055,1,payload_limit,blind_repair,true,62.139614,12.999614,438,0,0,2,3,
0.10,55,200055,1,payload_limit,family_repair,true,39.489614,12.999614,283,0,0,1,2,payload_limit
0.10,55,200055,1,payload_limit,edge_verifier,true,127.809614,12.999614,137,615,0,0,1,
0.10,55,200055,1,payload_limit,acs,true,21.509614,12.999614,137,0,8,0,1,payload_limit
0.10,55,200055,1,payload_limit,oracle_signature,true,17.109614,12.999614,137,0,0,0,1,payload_limit
0.10,56,200056,0,,blind_repair,true,16.137929,11.937929,140,0,0,0,1,
0.10,56,200056,0,,family_repair,true,16.137929,11.937929,140,0,0,0,1,
0.10,56,200056,0,,edge_verifier,true,129.537929,11.937929,140,630,0,0,1,
0.10,56,200056,0,,acs,true,20.537929,11.937929,140,0,8,0,1,
0.10,56,200056,0,,oracle_signature,true,16.137929,11.937929,140,0,0,0,1,
0.10,57,200057,0,,blind_repair,true,14.894489,11.084489,127,0,0,0,1,
0.10,57,200057,0,,family_repair,true,14.894489,11.084489,127,0,0,0,1,
0.10,57,200057,0,,edge_verifier,true,124.694489,11.084489,127,610,0,0,1,
0.10,57,200057,0,,acs,true,19.294489,11.084489,127,0,8,0,1,
0.10,57,200057,0,,oracle_signature,true,14.894489,11.084489,127,0,0,0,1,
0.10,58,200058,1,payload_limit,blind_repair,true,105.661286,13.231286,681,0,0,4,5,
0.10,58,200058,1,payload_limit,family_repair,true,39.241286,13.231286,267,0,0,1,2,payload_limit
0.10,58,200058,1,payload_limit,edge_verifier,true,125.311286,13.231286,136,600,0,0,1,
0.10,58,200058,1,payload_limit,acs,true,21.711286,13.231286,136,0,8,0,1,payload_limit
0.10,58,200058,1,payload_limit,oracle_signature,true,17.311286,13.231286,136,0,0,0,1,payload_limit
0.10,59,200059,0,,blind_repair,true,16.299917,12.339917,132,0,0,0,1,
0.10,59,200059,0,,family_repair,true,16.299917,12.339917,132,0,0,0,1,
0.10,59,200059,0,,edge_verifier,true,126.099917,12.339917,132,610,0,0,1,
0.10,59,200059,0,,acs,true,20.699917,12.339917,132,0,8,0,1,
0.10,59,200059,0,,oracle_signature,true,16.299917,12.339917,132,0,0,0,1,
0.10,60,200060,0,,blind_repair,true,15.857654,11.597654,142,0,0,0,1,
0.10,60,200060,0,,family_repair,true,15.857654,11.597654,142,0,0,0,1,
0.10,60,200060,0,,edge_verifier,true,131.957654,11.597654,142,645,0,0,1,
0.10,60,200060,0,,acs,true,20.257654,11.597654,142,0,8,0,1,
0.10,60,200060,0,,oracle_signature,true,15.857654,11.597654,142,0,0,0,1,
0.10,61,200061,0,,blind_repair,true,16.537842,12.427842,137,0,0,0,1,
0.10,61,200061,0,,family_repair,true,16.537842,12.427842,137,0,0,0,1,
0.10,61,200061,0,,edge_verifier,true,129.037842,12.427842,137,625,0,0,1,
0.10,61,200061,0,,acs,true,20.937842,12.427842,137,0,8,0,1,
0.10,61,200061,0,,oracle_signature,true,16.537842,12.427842,137,0,0,0,1,
0.10,62,200062,1,payload_limit,blind_repair,true,127.342320,13.732320,787,0,0,5,6,
0.10,62,200062,1,payload_limit,family_repair,true,39.472320,13.732320,258,0,0,1,2,payload_limit
0.10,62,200062,1,payload_limit,edge_verifier,true,123.982320,13.732320,135,590,0,0,1,
0.10,62,200062,1,payload_limit,acs,true,22.182320,13.732320,135,0,8,0,1,payload_limit
0.10,62,200062,1,payload_limit,oracle_signature,true,17.782320,13.732320,135,0,0,0,1,payload_limit
0.10,63,200063,0,,blind_repair,true,16.699385,12.319385,146,0,0,0,1,
0.10,63,200063,0,,family_repair,true,16.699385,12.319385,146,0,0,0,1,
0.10,63,200063,0,,edge_verifier,true,132.799385,12.319385,146,645,0,0,1,
0.10,63,200063,0,,acs,true,21.099385,12.319385,146,0,8,0,1,
